area,room,toilet,lat,long,price-VND,quan-code,loai_bds-code,price-per-m2
100,0,0,15.99107,108.23758,3250000000,4,9,32500000
62,3,2,16.05498,108.18677,3250000000,6,15,52419354
61,3,2,16.07688,108.21215,3250000000,2,15,53278688
77,3,3,16.0606,108.18981,3250000000,6,15,42207792
53,3,3,16.05448,108.18343,3250000000,6,16,61320754
81,3,3,16.04419,108.21829,3250000000,2,15,40123456
63,1,1,16.05448,108.18343,3250000000,6,15,51587301
45,3,2,16.07356,108.22082,3250000000,2,15,72222222
81,3,3,16.04419,108.21829,3250000000,2,15,40123456
56,3,3,16.0606,108.18981,3250000000,6,15,58035714
55,1,2,16.05448,108.18343,3250000000,6,15,59090909
150,0,0,16.09591,108.13013,3250000000,3,7,21666666
145,0,0,16.12544,108.1132,3255000000,3,9,22448275
102,0,0,15.98635,108.25687,3260000000,4,7,31960784
105,0,0,15.99107,108.23758,3270000000,4,7,31142857
82,2,2,16.03851,108.24755,3280000000,4,0,40000000
80,3,3,16.0501,108.20917,3280000000,2,14,41000000
62,1,1,16.03851,108.24755,3286000000,4,0,53000000
64,3,2,16.08428,108.15575,3290000000,3,15,51406250
100,3,2,16.00641,108.23998,3290000000,4,16,32900000
101,4,2,16.01607,108.22902,3290000000,1,16,32574257
60,3,3,16.05676,108.16851,3290000000,3,15,54833333
150,0,0,16.09591,108.13013,3299000000,3,7,21993333
55,3,4,16.06774,108.21766,3299000000,2,15,59981818
90,0,0,16.04514,108.17909,3300000000,1,9,36666666
108,0,0,16.08481,108.14932,3300000000,3,9,30555555
62,1,1,16.03851,108.24755,3300000000,4,0,53225806
67,0,0,16.03002,108.22549,3300000000,2,9,49253731
100,0,0,16.00641,108.23998,3300000000,4,7,33000000
53,3,3,16.07468,108.1763,3300000000,6,15,62264150
93,0,0,16.06076,108.16968,3300000000,3,9,35483870
105,0,0,16.00641,108.23998,3300000000,4,7,31428571
90,0,0,16.04514,108.17909,3300000000,1,16,36666666
50,3,3,16.04361,108.20663,3300000000,2,15,66000000
90,0,0,16.04514,108.17909,3300000000,1,16,36666666
60,3,2,16.06919,108.19684,3300000000,6,15,55000000
100,0,0,16.00425,108.22051,3300000000,1,16,33000000
90,0,0,16.04514,108.17909,3300000000,1,16,36666666
57,3,2,16.06627,108.20857,3300000000,6,15,57894736
100,0,0,16.00641,108.23998,3300000000,4,9,33000000
140,0,0,15.97666,108.23353,3300000000,4,9,23571428
160,3,3,16.08412,108.16158,3300000000,3,14,20625000
90,0,0,16.04514,108.17909,3300000000,1,16,36666666
62,0,0,16.07688,108.21215,3300000000,2,16,53225806
100,0,0,16.00641,108.23998,3300000000,4,9,33000000
100,0,0,16.01385,108.24989,3300000000,4,7,33000000
70,3,3,16.04886,108.21681,3300000000,2,16,47142857
85,0,0,16.07798,108.15867,3300000000,3,9,38823529
90,0,0,16.04514,108.17909,3300000000,1,16,36666666
62,2,1,16.03851,108.24755,3300000000,4,0,53225806
76,0,0,16.07962,108.16092,3300000000,3,16,43421052
75,3,2,16.07516,108.23167,3300000000,5,15,44000000
80,0,0,16.05224,108.16664,3300000000,3,9,41250000
57,3,2,16.05108,108.21813,3300000000,2,15,57894736
72,3,2,16.09229,108.23376,3300000000,5,16,45833333
78,2,2,16.0603,108.23628,3300000000,5,15,42307692
100,0,0,16.00902,108.21925,3300000000,1,16,33000000
64,3,3,16.05515,108.21731,3300000000,2,15,51562500
100,0,0,15.99107,108.23758,3300000000,4,7,33000000
56,0,0,16.07992,108.23045,3300000000,5,16,58928571
55,2,2,16.10043,108.25233,3300000000,5,15,60000000
90,0,0,16.04514,108.17909,3300000000,1,16,36666666
150,0,0,16.1061,108.13558,3300000000,3,7,22000000
107,0,0,15.98635,108.25687,3300000000,4,9,30841121
97,0,0,16.04454,108.21522,3300000000,2,9,34020618
56,3,2,16.07045,108.15094,3300000000,3,16,58928571
88,0,0,16.0524,108.17139,3300000000,1,9,37500000
150,0,0,16.1061,108.13558,3300000000,3,7,22000000
80,0,0,16.07507,108.16997,3300000000,3,16,41250000
75,2,1,16.08959,108.24015,3300000000,5,16,44000000
125,0,0,16.02983,108.25417,3300000000,4,7,26400000
105,0,0,16.09579,108.22874,3300000000,5,9,31428571
54,3,3,16.06352,108.20856,3300000000,6,15,61111111
112,3,2,16.04344,108.17397,3300000000,1,16,29464285
81,3,4,16.05676,108.16851,3300000000,3,16,40740740
33,3,3,16.07356,108.22082,3300000000,2,15,100000000
43,3,3,16.04335,108.22148,3300000000,2,15,76744186
100,0,0,16.01412,108.19179,3300000000,1,7,33000000
72,2,1,16.05515,108.21731,3300000000,2,15,45833333
80,3,2,16.0654,108.18127,3300000000,6,15,41250000
59,3,2,16.06326,108.21621,3300000000,2,15,55932203
80,0,0,16.07507,108.16997,3300000000,3,16,41250000
74,3,2,16.07085,108.20899,3300000000,6,15,44594594
82,2,2,16.03851,108.24755,3300000000,4,0,40243902
51,3,2,16.06746,108.19719,3300000000,6,15,64705882
62,1,1,16.03851,108.24755,3312000000,4,3,53419354
138,3,4,16.09512,108.13844,3312000000,3,16,24000000
138,3,4,16.06949,108.146,3312000000,3,16,24000000
62,2,1,16.03851,108.24755,3317000000,4,0,53500000
62,3,3,16.05676,108.16851,3320000000,3,15,53548387
62,3,3,16.05676,108.16851,3320000000,3,15,53548387
61,3,3,16.05676,108.16851,3320000000,3,15,54426229
86,3,2,16.06557,108.192,3320000000,6,15,38604651
62,3,3,16.05676,108.16851,3320000000,3,15,53548387
100,0,0,16.05827,108.174,3330000000,1,16,33300000
50,0,0,16.0719,108.19174,3350000000,6,16,67000000
70,3,3,16.05676,108.16851,3350000000,3,15,47857142
94,3,3,16.06208,108.17564,3350000000,3,15,35638297
75,2,2,16.07507,108.16997,3350000000,3,16,44666666
54,4,3,16.06352,108.20856,3350000000,6,15,62037037
75,0,0,16.0724,108.16904,3350000000,3,9,44666666
50,3,2,16.06433,108.19121,3350000000,6,15,67000000
50,3,3,16.06352,108.20856,3350000000,6,15,67000000
93,0,0,16.00881,108.21744,3350000000,1,9,36021505
52,3,4,16.06352,108.20856,3350000000,6,15,64423076
90,0,0,16.02201,108.20055,3350000000,1,9,37222222
75,2,2,16.0724,108.16904,3350000000,3,16,44666666
75,2,2,16.07507,108.16997,3350000000,3,16,44666666
52,3,2,16.06793,108.18581,3350000000,6,15,64423076
68,3,2,16.0669,108.21225,3350000000,6,15,49264705
52,3,4,16.06352,108.20856,3350000000,6,16,64423076
52,3,2,16.06793,108.18581,3350000000,6,15,64423076
75,0,0,16.07875,108.16616,3350000000,3,9,44666666
60,3,3,16.05676,108.16851,3350000000,3,15,55833333
100,0,0,16.07422,108.13483,3350000000,3,16,33500000
161,3,3,16.0799,108.13589,3350000000,3,16,20807453
45,4,3,16.06352,108.20856,3350000000,6,16,74444444
62,3,3,16.04454,108.21522,3350000000,2,15,54032258
52,3,2,16.06793,108.18581,3350000000,6,15,64423076
85,0,0,16.07798,108.15867,3350000000,3,9,39411764
45,2,2,16.04454,108.21522,3350000000,2,15,74444444
75,0,0,16.07875,108.16616,3350000000,3,9,44666666
52,3,4,16.06352,108.20856,3350000000,6,15,64423076
104,0,0,15.97796,108.26199,3350000000,4,9,32211538
45,3,3,16.06352,108.20856,3350000000,6,15,74444444
66,3,2,16.0669,108.21225,3350000000,6,15,50757575
54,0,0,16.06352,108.20856,3350000000,6,16,62037037
43,1,1,15.99582,108.26936,3354000000,4,1,78000000
48,4,3,16.06851,108.20916,3370000000,6,15,70208333
80,3,2,16.01619,108.20124,3370000000,1,16,42125000
61,2,2,16.04454,108.21522,3380000000,2,15,55409836
90,3,1,16.08061,108.21562,3390000000,2,15,37666666
67,3,2,16.06756,108.20497,3390000000,6,15,50597014
55,0,0,16.0789,108.21699,3390000000,2,16,61636363
42,3,3,16.06136,108.22056,3390000000,2,15,80714285
50,3,3,16.06433,108.19121,3390000000,6,15,67800000
50,3,4,16.06433,108.19121,3390000000,6,15,67800000
50,3,3,16.06433,108.19121,3390000000,6,15,67800000
42,3,3,16.06326,108.21621,3390000000,2,15,80714285
134,2,2,16.05704,108.17166,3390000000,3,15,25298507
95,2,2,16.05817,108.20961,3400000000,6,11,35789473
75,0,0,16.09447,108.23031,3400000000,5,16,45333333
100,0,0,16.04645,108.1776,3400000000,1,16,34000000
100,0,0,16.04645,108.1776,3400000000,1,16,34000000
60,6,3,16.07481,108.21054,3400000000,6,16,56666666
60,4,4,16.05676,108.16851,3400000000,3,15,56666666
53,3,2,16.08038,108.21367,3400000000,2,15,64150943
100,0,0,15.97796,108.26199,3400000000,4,7,34000000
75,3,2,16.1066,108.13419,3400000000,3,16,45333333
70,4,3,16.05515,108.21731,3400000000,2,15,48571428
50,3,2,16.06166,108.24544,3400000000,5,15,68000000
147,0,0,16.08933,108.14701,3400000000,3,9,23129251
120,2,1,15.98893,108.2077,3400000000,0,16,28333333
62,0,0,16.03676,108.18753,3400000000,6,9,54838709
50,3,3,16.05448,108.18343,3400000000,6,15,68000000
72,4,2,16.08816,108.23539,3400000000,5,16,47222222
100,3,2,15.99639,108.21336,3400000000,1,16,34000000
63,2,1,16.05504,108.23528,3400000000,5,16,53968253
100,3,3,16.05448,108.18343,3400000000,6,16,34000000
65,3,3,16.04454,108.21522,3400000000,2,16,52307692
52,3,3,16.06352,108.20856,3400000000,6,16,65384615
50,3,2,16.04739,108.18375,3400000000,6,15,68000000
62,2,2,16.03851,108.24755,3400000000,4,0,54838709
50,3,2,16.06352,108.20856,3400000000,6,15,68000000
41,3,3,16.05441,108.2118,3400000000,6,16,82926829
60,0,0,16.04076,108.21777,3400000000,2,9,56666666
52,3,4,16.0597,108.21212,3400000000,6,15,65384615
70,3,2,16.04451,108.21401,3400000000,2,15,48571428
105,0,0,16.0428,108.17073,3400000000,1,7,32380952
60,3,3,16.05159,108.20989,3400000000,2,15,56666666
78,2,2,16.08024,108.22089,3400000000,2,0,43589743
50,3,2,16.06352,108.20856,3400000000,6,15,68000000
62,1,1,16.03851,108.24755,3400000000,4,0,54838709
65,3,3,16.04454,108.21522,3400000000,2,15,52307692
52,3,4,16.0597,108.21212,3400000000,6,16,65384615
62,2,1,16.06746,108.19719,3400000000,6,15,54838709
52,3,3,16.06352,108.20856,3400000000,6,15,65384615
41,3,3,16.06326,108.21063,3400000000,6,15,82926829
67,3,3,16.04076,108.21777,3400000000,2,16,50746268
52,3,3,16.06746,108.19719,3400000000,6,15,65384615
82,2,2,16.03851,108.24755,3400000000,4,0,41463414
110,3,3,16.0784,108.16648,3400000000,3,16,30909090
67,3,3,16.04335,108.22148,3400000000,2,15,50746268
62,2,1,16.03851,108.24755,3400000000,4,0,54838709
52,3,3,16.06352,108.20856,3400000000,6,15,65384615
41,3,3,16.06326,108.21063,3400000000,6,15,82926829
100,0,0,15.99389,108.23178,3400000000,4,9,34000000
86,0,0,16.10043,108.25233,3400000000,5,9,39534883
67,3,3,16.04076,108.21777,3400000000,2,16,50746268
68,0,0,16.04258,108.214,3400000000,2,9,50000000
70,3,2,16.04454,108.21522,3400000000,2,15,48571428
100,0,0,15.98635,108.25687,3400000000,4,7,34000000
100,4,3,16.0875,108.15412,3400000000,3,16,34000000
52,3,3,16.06352,108.20856,3400000000,6,16,65384615
53,3,2,16.08038,108.21367,3400000000,2,16,64150943
41,3,3,16.0669,108.21225,3400000000,6,15,82926829
40,3,3,16.0669,108.21225,3400000000,6,15,85000000
62,2,2,16.03851,108.24755,3410000000,4,0,55000000
64,3,3,16.05173,108.22054,3420000000,2,15,53437500
64,3,3,16.05173,108.22054,3420000000,2,16,53437500
56,3,2,16.06756,108.20497,3430000000,6,15,61250000
65,1,2,16.03851,108.24755,3445000000,4,2,53000000
62,3,3,16.05676,108.16851,3447000000,3,15,55596774
82,2,2,16.03851,108.24755,3449000000,4,0,42060975
56,3,1,16.08656,108.23388,3450000000,5,16,61607142
82,0,0,16.04361,108.20663,3450000000,2,9,42073170
75,0,0,16.07507,108.16997,3450000000,3,9,46000000
56,3,4,16.0668,108.21416,3450000000,6,15,61607142
90,3,2,16.06746,108.19719,3450000000,6,15,38333333
50,3,3,16.04361,108.20663,3450000000,2,15,69000000
67,3,3,16.04454,108.21522,3450000000,2,16,51492537
100,2,2,16.04645,108.1776,3450000000,1,16,34500000
52,3,2,16.06838,108.19679,3450000000,6,15,66346153
100,2,2,15.97759,108.23751,3450000000,4,11,34500000
107,0,0,16.08412,108.16158,3450000000,3,9,32242990
68,3,3,16.06433,108.19121,3450000000,6,15,50735294
60,3,3,16.06793,108.18581,3450000000,6,15,57500000
75,2,2,16.07857,108.16021,3450000000,3,16,46000000
42,3,3,16.06352,108.20856,3450000000,6,16,82142857
40,3,3,16.05675,108.21713,3450000000,2,15,86250000
51,2,2,16.05173,108.22054,3450000000,2,15,67647058
57,3,2,16.05108,108.21813,3450000000,2,15,60526315
53,4,3,16.06975,108.19176,3450000000,6,15,65094339
100,3,2,15.99476,108.21192,3450000000,1,16,34500000
100,2,2,15.97759,108.23751,3450000000,4,16,34500000
67,3,3,16.04454,108.21522,3450000000,2,15,51492537
42,3,3,16.06326,108.21063,3450000000,6,16,82142857
75,3,2,16.07687,108.22035,3450000000,2,15,46000000
53,4,4,16.06975,108.19176,3450000000,6,15,65094339
72,0,0,16.08317,108.16162,3450000000,3,9,47916666
90,0,0,15.98635,108.25687,3470000000,4,9,38555555
48,0,0,16.07085,108.20899,3470000000,6,9,72291666
46,4,4,16.07567,108.2178,3480000000,2,15,75652173
71,2,2,16.05406,108.2194,3480000000,2,15,49014084
102,0,0,15.9922,108.26839,3490000000,4,9,34215686
85,0,0,16.07798,108.15867,3490000000,3,9,41058823
100,0,0,15.99246,108.21312,3490000000,1,9,34900000
82,2,2,16.03851,108.24755,3499000000,4,0,42670731
82,2,2,16.03851,108.24755,3499000000,4,0,42670731
150,0,0,16.09512,108.13844,3499000000,3,7,23326666
82,2,2,16.03851,108.24755,3500000000,4,0,42682926
50,2,2,16.06582,108.19011,3500000000,6,16,70000000
52,2,2,16.04454,108.21522,3500000000,2,15,67307692
70,4,4,16.0606,108.18981,3500000000,6,15,50000000
62,2,1,16.03851,108.24755,3500000000,4,0,56451612
67,3,32,16.04335,108.22148,3500000000,2,16,52238805
58,2,2,16.06851,108.20916,3500000000,6,15,60344827
50,3,4,16.06352,108.20856,3500000000,6,15,70000000
100,3,3,16.00463,108.21433,3500000000,1,16,35000000
46,0,0,16.07567,108.2178,3500000000,2,16,76086956
51,3,4,16.07688,108.21215,3500000000,2,15,68627450
100,3,2,16.05655,108.24693,3500000000,5,0,35000000
72,0,0,16.09092,108.23327,3500000000,5,9,48611111
60,4,2,16.09313,108.24861,3500000000,5,15,58333333
100,0,0,15.99107,108.23758,3500000000,4,7,35000000
80,0,0,16.07468,108.1763,3500000000,6,9,43750000
86,0,0,16.03506,108.23964,3500000000,4,9,40697674
65,3,3,16.04082,108.21551,3500000000,2,15,53846153
92,4,2,16.06578,108.20387,3500000000,6,15,38043478
82,2,2,16.03851,108.24755,3500000000,4,0,42682926
83,2,2,16.03851,108.24755,3500000000,4,0,42168674
72,0,0,16.06578,108.20387,3500000000,6,16,48611111
45,3,3,16.04335,108.22148,3500000000,2,15,77777777
75,0,0,16.07376,108.16752,3500000000,3,9,46666666
82,2,2,16.03851,108.24755,3500000000,4,0,42682926
68,0,0,16.05903,108.1873,3500000000,6,16,51470588
61,2,2,16.06191,108.23652,3500000000,5,0,57377049
86,3,2,16.06793,108.18581,3500000000,6,15,40697674
50,2,2,16.05504,108.23528,3500000000,5,16,70000000
105,3,2,16.03851,108.24755,3500000000,4,0,33333333
62,1,1,16.03851,108.24755,3500000000,4,0,56451612
75,0,0,16.09256,108.2308,3500000000,5,9,46666666
85,0,0,16.03506,108.23964,3500000000,4,9,41176470
62,1,1,16.03851,108.24755,3500000000,4,0,56451612
73,2,2,16.03406,108.17856,3500000000,1,15,47945205
75,2,2,16.06774,108.21766,3500000000,2,15,46666666
70,0,0,16.05448,108.18343,3500000000,6,9,50000000
83,2,2,16.03851,108.24755,3500000000,4,0,42168674
66,3,2,16.04454,108.21522,3500000000,2,15,53030303
83,2,2,15.99582,108.26936,3500000000,4,0,42168674
250,0,0,15.99582,108.26936,3500000000,4,7,14000000
52,3,2,16.05441,108.2118,3500000000,6,15,67307692
52,2,2,16.04454,108.21522,3500000000,2,15,67307692
65,3,2,16.04454,108.21522,3500000000,2,15,53846153
100,0,0,15.97666,108.23353,3500000000,4,16,35000000
45,3,3,16.05441,108.2118,3500000000,6,16,77777777
82,2,2,16.03851,108.24755,3500000000,4,0,42682926
43,3,3,16.06175,108.21637,3500000000,2,15,81395348
110,3,2,16.05222,108.17557,3500000000,1,15,31818181
75,0,0,16.07729,108.17301,3500000000,6,16,46666666
70,3,3,16.1061,108.13558,3500000000,3,3,50000000
300,0,0,16.09591,108.13013,3500000000,3,7,11666666
40,3,3,16.05441,108.2118,3500000000,6,15,87500000
70,3,2,16.08428,108.15575,3500000000,3,15,50000000
80,5,3,16.03299,108.21183,3500000000,1,16,43750000
100,0,0,15.99582,108.26936,3500000000,4,9,35000000
90,3,2,16.05344,108.16739,3500000000,3,16,38888888
107,0,0,15.98635,108.25687,3500000000,4,9,32710280
74,3,2,16.06018,108.16693,3500000000,3,15,47297297
75,0,0,16.07376,108.16752,3500000000,3,9,46666666
100,2,1,16.06746,108.19719,3500000000,6,15,35000000
127,3,2,15.99582,108.26936,3500000000,4,16,27559055
85,0,0,15.99582,108.26936,3500000000,4,9,41176470
98,2,2,16.06746,108.19719,3500000000,6,15,35714285
78,4,3,16.08204,108.16108,3500000000,3,16,44871794
46,3,3,16.06756,108.20497,3500000000,6,15,76086956
50,2,2,16.05504,108.23528,3500000000,5,16,70000000
107,2,2,15.99582,108.26936,3500000000,4,0,32710280
61,0,0,16.04883,108.21071,3500000000,2,9,57377049
100,0,0,15.99107,108.23758,3500000000,4,7,35000000
150,0,0,16.09512,108.13844,3500000000,3,7,23333333
53,3,3,16.06433,108.19121,3500000000,6,15,66037735
108,0,0,16.02953,108.24562,3500000000,4,9,32407407
82,3,3,16.08049,108.16329,3500000000,3,16,42682926
105,3,2,16.03851,108.24755,3500000000,4,0,33333333
105,3,2,16.03851,108.24755,3500000000,4,0,33333333
43,3,3,16.04335,108.22148,3500000000,2,15,81395348
78,3,2,16.04259,108.21995,3500000000,2,16,44871794
174,0,0,16.09512,108.13844,3500000000,3,7,20114942
105,3,3,16.03851,108.24755,3500000000,4,0,33333333
100,0,0,15.99107,108.23758,3500000000,4,7,35000000
70,0,0,16.07067,108.21568,3500000000,2,9,50000000
51,3,4,16.07688,108.21215,3500000000,2,16,68627450
80,0,0,16.07376,108.16752,3500000000,3,16,43750000
173,0,0,16.09591,108.13013,3500000000,3,7,20231213
65,3,3,16.04082,108.21551,3500000000,2,16,53846153
78,3,2,16.04259,108.21995,3500000000,2,16,44871794
67,3,3,16.07867,108.22043,3520000000,2,15,52537313
50,3,3,16.04415,108.21923,3530000000,2,15,70600000
58,3,3,16.07481,108.21054,3549000000,6,15,61189655
76,3,2,16.05676,108.16851,3549000000,3,15,46697368
76,3,2,16.05676,108.16851,3549000000,3,15,46697368
60,2,2,16.06789,108.1764,3550000000,6,16,59166666
90,2,2,16.0597,108.21212,3550000000,6,15,39444444
52,3,2,16.06838,108.19679,3550000000,6,15,68269230
70,3,2,16.05874,108.16303,3550000000,3,16,50714285
50,4,3,16.06582,108.19011,3550000000,6,16,71000000
64,0,0,16.03328,108.22257,3550000000,2,16,55468750
47,3,3,16.07687,108.22035,3550000000,2,16,75531914
46,3,3,16.08417,108.21861,3550000000,2,15,77173913
100,0,0,16.01451,108.22781,3550000000,1,9,35500000
58,3,2,16.07481,108.21054,3550000000,6,15,61206896
70,3,4,16.08428,108.15575,3550000000,3,15,50714285
81,3,3,16.05676,108.16851,3550000000,3,15,43827160
44,2,2,16.0779,108.21025,3550000000,2,15,80681818
85,3,3,16.08428,108.15575,3550000000,3,15,41764705
75,0,0,16.03113,108.226,3550000000,2,16,47333333
71,3,3,16.08428,108.15575,3550000000,3,15,50000000
105,5,2,16.06791,108.20152,3550000000,6,15,33809523
72,3,2,16.08253,108.16036,3550000000,3,16,49305555
80,3,2,16.05827,108.174,3550000000,1,15,44375000
126,0,0,16.00425,108.22051,3550000000,1,9,28174603
100,3,2,16.05676,108.16851,3550000000,3,15,35500000
72,3,3,16.04259,108.21995,3550000000,2,16,49305555
80,0,0,16.07468,108.1763,3550000000,6,9,44375000
77,3,2,16.07295,108.16745,3550000000,3,16,46103896
100,3,2,16.05676,108.16851,3550000000,3,15,35500000
123,3,3,16.05861,108.21823,3550000000,2,15,28861788
75,2,2,16.07896,108.16584,3550000000,3,16,47333333
96,3,2,16.09997,108.13796,3570000000,3,15,37187500
96,0,0,16.00406,108.2227,3570000000,1,9,37187500
70,3,2,16.05178,108.16988,3570000000,3,15,51000000
48,1,1,15.98123,108.27566,3577000000,4,1,74520833
112,0,0,15.98635,108.25687,3580000000,4,9,31964285
53,3,2,16.05515,108.21731,3580000000,2,15,67547169
43,3,3,16.03328,108.22257,3580000000,2,15,83255813
53,3,2,16.05515,108.21731,3580000000,2,16,67547169
53,3,2,16.05515,108.21731,3580000000,2,16,67547169
43,3,3,16.03328,108.22257,3580000000,2,16,83255813
53,3,3,16.05515,108.21731,3580000000,2,15,67547169
53,3,2,16.05515,108.21731,3580000000,2,16,67547169
53,3,2,16.05515,108.21731,3580000000,2,16,67547169
53,3,2,16.05515,108.21731,3580000000,2,16,67547169
53,3,2,16.05515,108.21731,3580000000,2,15,67547169
41,4,3,16.06746,108.19719,3590000000,6,15,87560975
65,3,4,16.05448,108.18343,3590000000,6,15,55230769
189,1,1,16.05827,108.174,3590000000,1,16,18994708
55,3,2,16.05504,108.23528,3590000000,5,16,65272727
153,0,0,16.05192,108.16724,3600000000,3,7,23529411
43,3,3,16.0789,108.21699,3600000000,2,15,83720930
48,1,1,15.99582,108.26936,3600000000,4,1,75000000
50,3,3,16.04473,108.21916,3600000000,2,15,72000000
43,2,1,16.09023,108.24266,3600000000,5,16,83720930
60,2,1,15.99582,108.26936,3600000000,4,1,60000000
50,4,3,16.04454,108.21522,3600000000,2,15,72000000
100,3,2,16.05812,108.18328,3600000000,6,16,36000000
92,2,2,16.05222,108.17557,3600000000,1,16,39130434
105,0,0,16.07604,108.14469,3600000000,3,16,34285714
100,2,2,16.01533,108.22171,3600000000,1,16,36000000
85,0,0,16.09447,108.23031,3600000000,5,9,42352941
50,3,3,16.03867,108.21691,3600000000,2,16,72000000
49,1,1,15.99582,108.26936,3600000000,4,1,73469387
109,0,0,15.99107,108.23758,3600000000,4,9,33027522
50,2,2,16.05812,108.18328,3600000000,6,16,72000000
68,3,3,16.07728,108.22003,3600000000,2,15,52941176
58,3,2,16.07334,108.21125,3600000000,6,15,62068965
43,2,1,16.09023,108.24266,3600000000,5,16,83720930
300,0,0,16.00213,108.25993,3600000000,4,7,12000000
78,5,10,16.03163,108.22407,3600000000,2,16,46153846
80,0,0,16.07295,108.16745,3600000000,3,16,45000000
55,3,3,16.06791,108.20152,3600000000,6,15,65454545
69,3,3,16.04076,108.21777,3600000000,2,15,52173913
85,3,1,16.03506,108.23964,3600000000,4,16,42352941
94,4,3,16.05178,108.16988,3600000000,3,15,38297872
50,3,4,16.05448,108.18343,3600000000,6,15,72000000
100,3,2,16.0818,108.13445,3600000000,3,16,36000000
50,2,2,16.06401,108.22141,3600000000,2,15,72000000
90,3,2,16.08043,108.23139,3600000000,5,15,40000000
100,0,0,16.01412,108.19179,3600000000,1,7,36000000
50,3,3,16.05448,108.18343,3600000000,6,15,72000000
70,0,0,16.05823,108.18497,3600000000,6,16,51428571
235,0,0,16.05192,108.16724,3600000000,3,7,15319148
50,4,3,16.04454,108.21522,3600000000,2,15,72000000
65,3,3,16.04082,108.21551,3600000000,2,15,55384615
77,3,3,16.03851,108.24755,3600000000,4,0,46753246
63,0,0,16.07295,108.16745,3600000000,3,16,57142857
80,0,0,16.08157,108.16374,3600000000,3,9,45000000
80,2,2,16.0654,108.18127,3600000000,6,16,45000000
52,3,2,16.05515,108.21731,3600000000,2,15,69230769
86,0,0,16.04105,108.23907,3600000000,4,16,41860465
67,3,3,16.07796,108.21949,3600000000,2,15,53731343
75,0,0,16.08417,108.21861,3600000000,2,16,48000000
99,3,3,16.05436,108.22016,3600000000,2,16,36363636
74,2,2,16.06606,108.18659,3600000000,6,15,48648648
52,3,3,16.05448,108.18343,3600000000,6,15,69230769
60,0,0,16.04883,108.21071,3600000000,2,16,60000000
107,0,0,16.01851,108.20016,3600000000,1,9,33644859
100,3,3,15.99476,108.21192,3600000000,1,16,36000000
77,0,0,16.07557,108.17608,3600000000,6,16,46753246
100,0,0,16.01559,108.2225,3600000000,1,9,36000000
68,4,4,16.07867,108.22043,3600000000,2,15,52941176
108,0,0,15.99107,108.23758,3620000000,4,9,33518518
68,3,3,16.07085,108.20899,3620000000,6,15,53235294
45,3,3,16.06016,108.21233,3630000000,6,15,80666666
80,0,0,16.05515,108.21731,3650000000,2,16,45625000
115,3,3,16.06746,108.19719,3650000000,6,15,31739130
100,0,0,16.01451,108.22781,3650000000,1,9,36500000
58,0,0,16.07401,108.18057,3650000000,6,9,62931034
60,3,3,16.05284,108.16713,3650000000,3,16,60833333
99,0,0,16.01171,108.21869,3650000000,1,9,36868686
112,3,2,16.03113,108.226,3650000000,2,14,32589285
108,0,0,15.98635,108.25687,3650000000,4,9,33796296
57,3,2,16.04454,108.21522,3650000000,2,15,64035087
61,0,0,16.06791,108.20152,3650000000,6,16,59836065
106,3,2,16.0524,108.17139,3650000000,1,16,34433962
120,0,0,15.98635,108.25687,3650000000,4,9,30416666
66,3,2,16.04454,108.21522,3650000000,2,15,55303030
50,1,1,15.99582,108.26936,3650000000,4,1,73000000
49,3,3,16.0669,108.21225,3650000000,6,15,74489795
75,0,0,16.06814,108.15133,3650000000,3,7,48666666
40,3,2,16.05441,108.2118,3650000000,6,15,91250000
46,3,2,16.0669,108.21225,3650000000,6,16,79347826
100,0,0,15.98983,108.21364,3650000000,1,9,36500000
100,0,0,16.01206,108.2228,3650000000,1,9,36500000
70,3,2,16.06433,108.19121,3650000000,6,15,52142857
72,3,3,16.08253,108.16036,3650000000,3,16,50694444
62,3,2,16.06838,108.19679,3650000000,6,15,58870967
62,2,1,16.03851,108.24755,3650000000,4,0,58870967
73,0,0,16.06814,108.15133,3650000000,3,7,50000000
70,2,1,16.02572,108.21168,3670000000,1,16,52428571
108,0,0,16.00641,108.23998,3672000000,4,7,34000000
55,4,2,16.07022,108.19348,3680000000,6,15,66909090
72,2,1,16.09474,108.23325,3680000000,5,16,51111111
78,3,2,16.04259,108.21995,3680000000,2,15,47179487
110,6,6,16.07243,108.20271,3680000000,6,15,33454545
58,0,0,16.05638,108.24681,3680000000,4,9,63448275
105,3,2,16.04698,108.17251,3690000000,1,16,35142857
35,3,3,16.08526,108.21779,3690000000,2,16,105428571
82,2,2,16.03851,108.24755,3690000000,4,0,45000000
80,3,2,16.07802,108.21446,3690000000,2,15,46125000
150,0,0,16.05192,108.16724,3700000000,3,7,24666666
107,2,2,16.06132,108.23079,3700000000,5,11,34579439
75,0,0,16.07747,108.21258,3700000000,2,9,49333333
51,5,5,16.06268,108.21976,3700000000,2,15,72549019
72,3,2,16.08816,108.23539,3700000000,5,16,51388888
82,2,2,16.03851,108.24755,3700000000,4,0,45121951
134,2,1,16.05903,108.1873,3700000000,6,15,27611940
107,0,0,16.05103,108.17899,3700000000,1,16,34579439
60,2,3,16.0395,108.24862,3700000000,4,15,61666666
90,0,0,16.07875,108.16616,3700000000,3,7,41111111
82,2,2,16.03851,108.24755,3700000000,4,0,45121951
