area,room,toilet,lat,long,quan,loai_bds,price-VND
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4200000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4218000000
106,3,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4222000000
43,0,0,16.06175,108.21637,quan-hai-chau,mua-nha-mat-tien-pho/,4230000000
80,3,3,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4240000000
62,3,4,16.06505,108.21648,quan-hai-chau,mua-nha-hem-ngo/,4250000000
63,3,4,16.06975,108.19176,quan-thanh-khe,mua-duong-noi-bo/,4250000000
105,0,0,16.08011,108.16358,quan-lien-chieu,mua-dat-tho-cu/,4250000000
85,0,0,16.03718,108.24387,quan-ngu-hanh-son,mua-dat-tho-cu/,4250000000
54,3,4,16.0545,108.20975,quan-thanh-khe,mua-nha-hem-ngo/,4250000000
70,0,0,16.03272,108.21844,quan-hai-chau,mua-nha-mat-tien-pho/,4250000000
105,3,3,16.01282,108.17988,quan-cam-le,mua-nha-mat-tien-pho/,4250000000
61,0,0,16.03124,108.22654,quan-hai-chau,mua-nha-mat-tien-pho/,4250000000
62,0,0,16.06582,108.19011,quan-thanh-khe,mua-nha-hem-ngo/,4250000000
71,3,3,16.0436,108.21884,quan-hai-chau,mua-nha-mat-tien-pho/,4250000000
82,3,2,16.09313,108.24861,quan-son-tra,mua-nha-hem-ngo/,4250000000
56,3,2,16.03124,108.22654,quan-hai-chau,mua-nha-mat-tien-pho/,4250000000
144,0,0,16.03163,108.22407,quan-hai-chau,mua-dat-nen-du-an/,4250000000
51,3,4,16.03163,108.22407,quan-hai-chau,mua-nha-mat-tien-pho/,4250000000
144,0,0,16.03163,108.22407,quan-hai-chau,mua-dat-tho-cu/,4250000000
63,3,3,16.0606,108.18981,quan-thanh-khe,mua-nha-hem-ngo/,4250000000
97,0,0,16.08011,108.16358,quan-lien-chieu,mua-dat-tho-cu/,4250000000
105,0,0,16.08011,108.16358,quan-lien-chieu,mua-dat-tho-cu/,4250000000
62,3,4,16.06505,108.21648,quan-hai-chau,mua-nha-hem-ngo/,4250000000
70,3,3,16.08286,108.16059,quan-lien-chieu,mua-nha-mat-tien-pho/,4250000000
156,3,2,16.08428,108.15575,quan-lien-chieu,mua-nha-hem-ngo/,4250000000
83,3,2,16.05261,108.20901,quan-hai-chau,mua-nha-hem-ngo/,4250000000
90,1,1,16.05584,108.18582,quan-thanh-khe,mua-nha-mat-tien-pho/,4250000000
100,3,3,16.01412,108.19179,quan-cam-le,mua-nha-mat-tien-pho/,4250000000
60,0,0,16.07191,108.17987,quan-thanh-khe,mua-dat-tho-cu/,4250000000
70,3,2,16.0719,108.19174,quan-thanh-khe,mua-nha-hem-ngo/,4260000000
65,3,3,16.06746,108.19719,quan-thanh-khe,mua-nha-hem-ngo/,4270000000
75,0,0,16.04454,108.21522,quan-hai-chau,mua-dat-tho-cu/,4280000000
67,3,3,16.05962,108.20926,quan-thanh-khe,mua-nha-hem-ngo/,4280000000
75,3,2,16.01954,108.20758,quan-cam-le,mua-nha-mat-tien-pho/,4280000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4280000000
71,1,1,16.08565,108.23356,quan-son-tra,mua-nha-mat-tien-pho/,4280000000
40,3,3,16.05684,108.20377,quan-hai-chau,mua-nha-hem-ngo/,4290000000
107,4,3,16.04797,108.15633,quan-lien-chieu,mua-nha-biet-thu-lien-ke/,4290000000
75,3,3,16.06009,108.18561,quan-thanh-khe,mua-nha-hem-ngo/,4290000000
78,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4290000000
150,4,4,16.10326,108.1363,quan-lien-chieu,mua-nha-mat-tien-pho/,4290000000
55,3,4,16.05817,108.20961,quan-thanh-khe,mua-nha-hem-ngo/,4290000000
75,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4291000000
50,0,0,16.05903,108.1873,quan-thanh-khe,mua-nha-mat-tien-pho/,4300000000
58,0,0,16.03357,108.21508,quan-hai-chau,mua-dat-tho-cu/,4300000000
56,5,3,16.07371,108.21071,quan-thanh-khe,mua-nha-mat-tien-pho/,4300000000
55,0,0,16.0608,108.20521,quan-thanh-khe,mua-dat-tho-cu/,4300000000
80,2,2,16.06306,108.24195,quan-son-tra,mua-can-ho-chung-cu/,4300000000
100,2,1,16.02474,108.24536,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4300000000
85,3,3,16.05799,108.15665,quan-lien-chieu,mua-nha-mat-tien-pho/,4300000000
106,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-dich-vu/,4300000000
102,0,0,16.04433,108.2447,quan-ngu-hanh-son,mua-dat-tho-cu/,4300000000
50,0,0,16.05519,108.20532,quan-hai-chau,mua-nha-mat-tien-pho/,4300000000
90,3,2,16.03277,108.22202,quan-hai-chau,mua-nha-mat-tien-pho/,4300000000
71,3,3,16.04454,108.21522,quan-hai-chau,mua-nha-mat-tien-pho/,4300000000
102,1,1,16.04433,108.2447,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4300000000
58,0,0,16.08881,108.21749,quan-hai-chau,mua-nha-mat-tien-pho/,4300000000
94,3,3,16.05026,108.17358,quan-cam-le,mua-nha-mat-tien-pho/,4300000000
63,3,2,16.07431,108.15796,quan-lien-chieu,mua-nha-mat-tien-pho/,4300000000
75,4,5,16.07012,108.18489,quan-thanh-khe,mua-nha-hem-ngo/,4300000000
65,3,2,16.04156,108.22326,quan-hai-chau,mua-nha-hem-ngo/,4300000000
100,3,3,16.05026,108.17358,quan-cam-le,mua-nha-mat-tien-pho/,4300000000
90,3,4,16.00005,108.21795,quan-cam-le,mua-nha-mat-tien-pho/,4300000000
91,0,0,16.00425,108.22051,quan-cam-le,mua-dat-tho-cu/,4300000000
64,3,3,16.06582,108.19011,quan-thanh-khe,mua-nha-hem-ngo/,4300000000
101,3,3,16.06009,108.18561,quan-thanh-khe,mua-nha-mat-tien-pho/,4300000000
70,3,2,16.04164,108.21836,quan-hai-chau,mua-nha-hem-ngo/,4300000000
81,3,2,16.06606,108.18659,quan-thanh-khe,mua-nha-hem-ngo/,4300000000
75,2,2,16.02099,108.20852,quan-cam-le,mua-nha-mat-tien-pho/,4300000000
75,4,4,16.06009,108.18561,quan-thanh-khe,mua-nha-hem-ngo/,4300000000
100,1,1,16.02138,108.25085,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4300000000
52,4,4,16.07371,108.21071,quan-thanh-khe,mua-nha-hem-ngo/,4300000000
120,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-tho-cu/,4300000000
110,3,3,16.02223,108.19931,quan-cam-le,mua-nha-mat-tien-pho/,4300000000
72,0,0,16.07327,108.17901,quan-thanh-khe,mua-nha-mat-tien-pho/,4300000000
94,0,0,15.9829,108.27331,quan-ngu-hanh-son,mua-dat-tho-cu/,4300000000
65,4,3,16.04258,108.214,quan-hai-chau,mua-nha-hem-ngo/,4300000000
106,0,0,16.01339,108.25842,quan-ngu-hanh-son,mua-dat-tho-cu/,4300000000
50,3,2,16.05448,108.18343,quan-thanh-khe,mua-nha-mat-tien-pho/,4300000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4300000000
70,4,2,16.03214,108.23095,quan-hai-chau,mua-nha-mat-tien-pho/,4300000000
60,2,2,16.08954,108.21764,quan-hai-chau,mua-nha-mat-tien-pho/,4300000000
100,0,0,16.07425,108.1673,quan-lien-chieu,mua-dat-nen-du-an/,4300000000
102,2,2,16.00442,108.21512,quan-cam-le,mua-nha-mat-tien-pho/,4300000000
180,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,4300000000
110,0,0,16.05375,108.21137,quan-hai-chau,mua-dat-tho-cu/,4300000000
100,4,4,16.07371,108.21071,quan-thanh-khe,mua-nha-hem-ngo/,4300000000
66,3,2,16.03113,108.226,quan-hai-chau,mua-nha-mat-tien-pho/,4300000000
64,3,3,16.07431,108.15796,quan-lien-chieu,mua-nha-mat-tien-pho/,4300000000
98,2,2,16.02191,108.20959,quan-cam-le,mua-nha-mat-tien-pho/,4300000000
100,0,0,16.00641,108.23998,quan-ngu-hanh-son,mua-dat-nen-du-an/,4300000000
75,3,2,16.01954,108.20758,quan-cam-le,mua-nha-mat-tien-pho/,4300000000
71,3,3,16.0436,108.21884,quan-hai-chau,mua-nha-hem-ngo/,4300000000
100,2,1,16.02138,108.25085,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4300000000
58,0,0,16.03357,108.21508,quan-hai-chau,mua-dat-nen-du-an/,4300000000
90,3,2,16.0603,108.23628,quan-son-tra,mua-nha-hem-ngo/,4300000000
141,0,0,16.06623,108.23425,quan-son-tra,mua-dat-tho-cu/,4300000000
100,0,0,16.02591,108.24014,quan-ngu-hanh-son,mua-dat-kho-xuong/,4300000000
65,4,3,16.04258,108.214,quan-hai-chau,mua-nha-hem-ngo/,4300000000
88,2,2,16.03099,108.22059,quan-hai-chau,mua-nha-mat-tien-pho/,4300000000
79,0,0,16.07858,108.1587,quan-lien-chieu,mua-dat-tho-cu/,4300000000
90,4,4,16.05909,108.161,quan-lien-chieu,mua-nha-mat-tien-pho/,4300000000
50,4,3,16.07371,108.21071,quan-thanh-khe,mua-nha-hem-ngo/,4330000000
52,4,4,16.07536,108.20558,quan-thanh-khe,mua-nha-hem-ngo/,4330000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4340000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4346000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4346000000
43,3,3,16.03163,108.22407,quan-hai-chau,mua-nha-hem-ngo/,4350000000
95,0,0,16.02594,108.24331,quan-ngu-hanh-son,mua-dat-tho-cu/,4350000000
75,0,0,16.07875,108.16616,quan-lien-chieu,mua-nha-mat-tien-pho/,4350000000
82,3,2,16.07143,108.15519,quan-lien-chieu,mua-nha-mat-tien-pho/,4350000000
80,2,1,16.03653,108.20808,quan-cam-le,mua-nha-mat-tien-pho/,4350000000
80,3,4,16.02577,108.20979,quan-cam-le,mua-nha-mat-tien-pho/,4350000000
52,0,0,16.04673,108.24238,quan-ngu-hanh-son,mua-dat-tho-cu/,4350000000
120,4,3,16.07442,108.17513,quan-thanh-khe,mua-nha-hem-ngo/,4350000000
45,3,3,16.03163,108.22407,quan-hai-chau,mua-nha-hem-ngo/,4350000000
75,4,3,16.0603,108.23628,quan-son-tra,mua-nha-hem-ngo/,4350000000
65,3,2,16.06838,108.19679,quan-thanh-khe,mua-nha-hem-ngo/,4350000000
50,4,5,16.07243,108.20271,quan-thanh-khe,mua-nha-hem-ngo/,4350000000
70,3,2,16.06702,108.20747,quan-thanh-khe,mua-nha-hem-ngo/,4350000000
75,0,0,16.03002,108.22549,quan-hai-chau,mua-dat-tho-cu/,4350000000
117,3,2,16.05867,108.24109,quan-son-tra,mua-nha-mat-tien-pho/,4350000000
67,3,3,16.07012,108.18489,quan-thanh-khe,mua-nha-hem-ngo/,4350000000
80,0,0,16.05448,108.18343,quan-thanh-khe,mua-dat-tho-cu/,4350000000
68,0,0,16.05903,108.1873,quan-thanh-khe,mua-dat-tho-cu/,4350000000
74,4,2,16.08003,108.15989,quan-lien-chieu,mua-nha-mat-tien-pho/,4350000000
50,3,3,16.07371,108.21071,quan-thanh-khe,mua-nha-hem-ngo/,4350000000
83,3,2,16.04513,108.211,quan-hai-chau,mua-nha-hem-ngo/,4350000000
105,0,0,15.98983,108.21364,quan-cam-le,mua-dat-tho-cu/,4350000000
68,0,0,16.05903,108.1873,quan-thanh-khe,mua-dat-tho-cu/,4350000000
75,0,0,16.03788,108.21496,quan-hai-chau,mua-dat-tho-cu/,4350000000
82,3,3,16.07163,108.15675,quan-lien-chieu,mua-nha-mat-tien-pho/,4350000000
80,3,2,16.08959,108.24015,quan-son-tra,mua-nha-mat-tien-pho/,4350000000
90,2,3,16.02201,108.20055,quan-cam-le,mua-nha-mat-tien-pho/,4350000000
82,3,2,16.08049,108.16329,quan-lien-chieu,mua-nha-mat-tien-pho/,4350000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4357000000
54,3,3,16.06352,108.20856,quan-thanh-khe,mua-nha-hem-ngo/,4360000000
54,3,3,16.06352,108.20856,quan-thanh-khe,mua-nha-hem-ngo/,4360000000
109,3,4,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-penthouse/,4360000000
60,3,3,16.07687,108.22035,quan-hai-chau,mua-nha-hem-ngo/,4380000000
165,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,4380000000
73,4,3,16.0608,108.20521,quan-thanh-khe,mua-nha-hem-ngo/,4380000000
73,4,3,16.0608,108.20521,quan-thanh-khe,mua-nha-hem-ngo/,4380000000
60,3,3,16.07687,108.22035,quan-hai-chau,mua-nha-hem-ngo/,4380000000
60,3,3,16.07687,108.22035,quan-hai-chau,mua-nha-hem-ngo/,4380000000
72,3,4,16.08151,108.16028,quan-lien-chieu,mua-nha-mat-tien-pho/,4380000000
60,3,3,16.07687,108.22035,quan-hai-chau,mua-nha-hem-ngo/,4380000000
87,2,2,16.02531,108.21319,quan-cam-le,mua-nha-mat-tien-pho/,4380000000
76,3,4,16.08151,108.16028,quan-lien-chieu,mua-nha-mat-tien-pho/,4380000000
85,3,2,16.08214,108.16009,quan-lien-chieu,mua-nha-mat-tien-pho/,4380000000
60,3,4,16.06851,108.20916,quan-thanh-khe,mua-nha-hem-ngo/,4390000000
50,3,3,16.06352,108.20856,quan-thanh-khe,mua-nha-hem-ngo/,4390000000
60,3,3,16.06746,108.19719,quan-thanh-khe,mua-nha-hem-ngo/,4390000000
50,3,3,16.04454,108.21522,quan-hai-chau,mua-nha-hem-ngo/,4390000000
115,0,0,16.05362,108.23785,quan-ngu-hanh-son,mua-dat-tho-cu/,4399000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4400000000
58,0,0,16.05504,108.23528,quan-son-tra,mua-nha-mat-tien-pho/,4400000000
90,4,2,16.03145,108.22181,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
70,3,2,16.04387,108.22051,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
134,3,3,16.03113,108.226,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
66,3,3,16.03124,108.22654,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
186,5,5,16.07146,108.22133,quan-hai-chau,mua-nha-hem-ngo/,4400000000
75,4,3,16.02967,108.22818,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
50,3,3,16.07688,108.21215,quan-hai-chau,mua-nha-hem-ngo/,4400000000
105,4,2,16.03145,108.22181,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
77,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-penthouse/,4400000000
86,5,2,16.03099,108.22059,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
208,0,0,16.07857,108.16021,quan-lien-chieu,mua-dat-tho-cu/,4400000000
60,4,4,16.03002,108.22549,quan-hai-chau,mua-nha-hem-ngo/,4400000000
90,4,2,16.03099,108.22059,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
50,3,3,16.07688,108.21215,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
60,0,0,16.03163,108.22407,quan-hai-chau,mua-dat-tho-cu/,4400000000
92,5,2,16.03153,108.21871,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
114,0,0,16.05638,108.24681,quan-ngu-hanh-son,mua-dat-tho-cu/,4400000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4400000000
65,3,2,16.07614,108.2184,quan-hai-chau,mua-nha-hem-ngo/,4400000000
72,3,2,16.09335,108.22744,quan-son-tra,mua-nha-mat-tien-pho/,4400000000
58,2,2,16.05577,108.23296,quan-son-tra,mua-nha-mat-tien-pho/,4400000000
102,0,0,16.04433,108.2447,quan-ngu-hanh-son,mua-dat-tho-cu/,4400000000
75,2,2,16.05655,108.24693,quan-son-tra,mua-can-ho-chung-cu/,4400000000
67,1,1,16.05411,108.23483,quan-son-tra,mua-nha-mat-tien-pho/,4400000000
112,4,2,16.05515,108.21731,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
100,4,3,16.0799,108.13589,quan-lien-chieu,mua-nha-mat-tien-pho/,4400000000
134,2,2,16.06812,108.15036,quan-lien-chieu,mua-nha-mat-tien-pho/,4400000000
100,4,4,16.01412,108.19179,quan-cam-le,mua-nha-mat-tien-pho/,4400000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4400000000
75,0,0,16.08075,108.16038,quan-lien-chieu,mua-nha-mat-tien-pho/,4400000000
75,4,4,16.03686,108.21903,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
87,2,2,16.02035,108.20494,quan-cam-le,mua-nha-mat-tien-pho/,4400000000
92,2,2,16.05584,108.18582,quan-thanh-khe,mua-nha-mat-tien-pho/,4400000000
113,4,2,16.05823,108.21715,quan-hai-chau,mua-nha-hem-ngo/,4400000000
80,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4400000000
90,5,2,16.03153,108.21871,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
90,4,2,16.02973,108.22126,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
92,5,2,16.03277,108.22202,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
90,0,0,15.9803,108.25236,quan-ngu-hanh-son,mua-dat-tho-cu/,4400000000
66,3,2,16.03124,108.22654,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
65,4,3,16.04258,108.214,quan-hai-chau,mua-nha-hem-ngo/,4400000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-dich-vu/,4400000000
103,3,3,16.06826,108.18784,quan-thanh-khe,mua-nha-hem-ngo/,4400000000
84,0,0,16.07044,108.17027,quan-lien-chieu,mua-nha-mat-tien-pho/,4400000000
69,0,0,16.06306,108.24195,quan-son-tra,mua-nha-hem-ngo/,4400000000
65,6,6,16.06306,108.24195,quan-son-tra,mua-nha-hem-ngo/,4400000000
66,3,2,16.03124,108.22654,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
70,3,2,16.04387,108.22051,quan-hai-chau,mua-nha-mat-tien-pho/,4400000000
86,4,2,16.03073,108.21169,quan-cam-le,mua-nha-mat-tien-pho/,4430000000
75,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4449000000
55,4,5,16.05173,108.22054,quan-hai-chau,mua-nha-hem-ngo/,4450000000
112,2,2,16.05515,108.21731,quan-hai-chau,mua-nha-mat-tien-pho/,4450000000
200,4,4,16.03002,108.22549,quan-hai-chau,mua-nha-hem-ngo/,4450000000
62,4,4,16.03189,108.22936,quan-hai-chau,mua-nha-hem-ngo/,4450000000
62,3,3,16.06326,108.21063,quan-thanh-khe,mua-nha-hem-ngo/,4450000000
95,0,0,16.02594,108.24331,quan-ngu-hanh-son,mua-dat-tho-cu/,4450000000
57,3,3,16.06851,108.20916,quan-thanh-khe,mua-nha-hem-ngo/,4450000000
72,0,0,16.03113,108.226,quan-hai-chau,mua-dat-tho-cu/,4450000000
130,2,2,16.07867,108.22043,quan-hai-chau,mua-can-ho-chung-cu/,4450000000
60,4,4,16.03124,108.22654,quan-hai-chau,mua-nha-hem-ngo/,4450000000
62,4,4,16.03086,108.22932,quan-hai-chau,mua-nha-hem-ngo/,4450000000
55,4,5,16.05173,108.22054,quan-hai-chau,mua-nha-hem-ngo/,4450000000
57,3,3,16.06851,108.20916,quan-thanh-khe,mua-nha-hem-ngo/,4450000000
60,4,3,16.03002,108.22549,quan-hai-chau,mua-nha-hem-ngo/,4450000000
61,4,4,16.03002,108.22549,quan-hai-chau,mua-nha-mat-tien-pho/,4450000000
100,3,2,16.0096,108.22451,quan-cam-le,mua-nha-mat-tien-pho/,4450000000
81,3,3,16.06812,108.15036,quan-lien-chieu,mua-nha-mat-tien-pho/,4450000000
50,4,5,16.07538,108.21125,quan-hai-chau,mua-nha-hem-ngo/,4450000000
55,4,5,16.05173,108.22054,quan-hai-chau,mua-nha-hem-ngo/,4450000000
80,0,0,16.03718,108.24387,quan-ngu-hanh-son,mua-dat-tho-cu/,4450000000
55,3,3,16.04331,108.2073,quan-hai-chau,mua-nha-hem-ngo/,4450000000
70,3,2,16.07012,108.18489,quan-thanh-khe,mua-nha-mat-tien-pho/,4450000000
140,0,0,16.10308,108.2817,quan-son-tra,mua-dat-nen-du-an/,4480000000
105,4,3,16.04454,108.21522,quan-hai-chau,mua-nha-hem-ngo/,4480000000
85,3,2,16.03099,108.22059,quan-hai-chau,mua-nha-mat-tien-pho/,4490000000
72,2,2,16.08946,108.23209,quan-son-tra,mua-nha-mat-tien-pho/,4490000000
62,3,2,16.05519,108.20532,quan-hai-chau,mua-nha-mat-tien-pho/,4495000000
70,4,4,16.08428,108.15575,quan-lien-chieu,mua-nha-mat-tien-pho/,4500000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4500000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4500000000
300,0,0,16.09512,108.13844,quan-lien-chieu,mua-dat-nen-du-an/,4500000000
90,3,2,16.05676,108.16851,quan-lien-chieu,mua-nha-mat-tien-pho/,4500000000
50,4,3,16.05448,108.18343,quan-thanh-khe,mua-nha-hem-ngo/,4500000000
75,0,0,16.03391,108.21354,quan-cam-le,mua-nha-mat-tien-pho/,4500000000
90,0,0,16.05762,108.23751,quan-son-tra,mua-dat-tho-cu/,4500000000
85,2,2,16.05703,108.18774,quan-thanh-khe,mua-nha-mat-tien-pho/,4500000000
102,2,2,15.99582,108.26936,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,4500000000
141,0,0,16.04387,108.22051,quan-hai-chau,mua-dat-tho-cu/,4500000000
105,3,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4500000000
76,0,0,16.07468,108.1763,quan-thanh-khe,mua-nha-mat-tien-pho/,4500000000
85,2,2,16.05519,108.20532,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
101,0,0,16.07486,108.17162,quan-lien-chieu,mua-nha-mat-tien-pho/,4500000000
57,3,4,16.06268,108.21976,quan-hai-chau,mua-nha-hem-ngo/,4500000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4500000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4500000000
26,4,3,16.07243,108.20271,quan-thanh-khe,mua-nha-mat-tien-pho/,4500000000
69,0,0,16.05088,108.21586,quan-hai-chau,mua-dat-tho-cu/,4500000000
58,2,1,16.08881,108.21749,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
100,3,2,16.00844,108.22669,quan-cam-le,mua-nha-mat-tien-pho/,4500000000
100,0,0,16.01655,108.25572,quan-ngu-hanh-son,mua-dat-tho-cu/,4500000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,4500000000
68,3,2,16.08061,108.21562,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
68,2,2,16.06352,108.20856,quan-thanh-khe,mua-nha-hem-ngo/,4500000000
75,5,6,16.07688,108.21215,quan-hai-chau,mua-nha-hem-ngo/,4500000000
91,2,2,16.07033,108.17243,quan-lien-chieu,mua-nha-mat-tien-pho/,4500000000
55,0,0,16.05903,108.1873,quan-thanh-khe,mua-nha-mat-tien-pho/,4500000000
98,0,0,16.0606,108.18981,quan-thanh-khe,mua-dat-tho-cu/,4500000000
100,0,0,16.01898,108.25492,quan-ngu-hanh-son,mua-dat-tho-cu/,4500000000
85,1,1,16.05519,108.20532,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
62,3,3,16.07371,108.21071,quan-thanh-khe,mua-nha-hem-ngo/,4500000000
60,0,1,16.03002,108.22549,quan-hai-chau,mua-nha-hem-ngo/,4500000000
26,4,3,16.07243,108.20271,quan-thanh-khe,mua-nha-mat-tien-pho/,4500000000
79,0,0,16.0363,108.22066,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
72,0,0,16.06387,108.18914,quan-thanh-khe,mua-dat-tho-cu/,4500000000
99,3,2,16.05903,108.1873,quan-thanh-khe,mua-nha-hem-ngo/,4500000000
70,3,3,16.06352,108.20856,quan-thanh-khe,mua-nha-hem-ngo/,4500000000
85,2,2,16.05519,108.20532,quan-hai-chau,mua-nha-hem-ngo/,4500000000
75,0,0,16.09352,108.24243,quan-son-tra,mua-dat-tho-cu/,4500000000
84,0,0,16.03451,108.21673,quan-hai-chau,mua-dat-tho-cu/,4500000000
110,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,4500000000
88,2,2,16.03099,108.22059,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
109,0,0,16.00983,108.19661,quan-cam-le,mua-nha-mat-tien-pho/,4500000000
83,2,2,16.1061,108.13558,quan-lien-chieu,mua-can-ho-chung-cu/,4500000000
208,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,4500000000
80,2,2,16.1061,108.13558,quan-lien-chieu,mua-can-ho-penthouse/,4500000000
80,2,2,16.05655,108.24693,quan-son-tra,mua-can-ho-chung-cu/,4500000000
100,4,4,16.03277,108.22202,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
75,5,6,16.07688,108.21215,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
86,3,3,16.06746,108.19719,quan-thanh-khe,mua-nha-hem-ngo/,4500000000
100,0,0,16.01792,108.2324,quan-cam-le,mua-dat-tho-cu/,4500000000
74,2,3,16.082,108.2443,quan-son-tra,mua-nha-hem-ngo/,4500000000
63,4,4,16.03163,108.22407,quan-hai-chau,mua-nha-hem-ngo/,4500000000
83,3,2,16.04513,108.211,quan-hai-chau,mua-nha-hem-ngo/,4500000000
106,2,1,16.04361,108.20663,quan-hai-chau,mua-nha-hem-ngo/,4500000000
105,2,2,16.06523,108.20907,quan-thanh-khe,mua-nha-hem-ngo/,4500000000
75,0,0,16.04454,108.21522,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
166,0,0,16.0172,108.20458,quan-cam-le,mua-nha-mat-tien-pho/,4500000000
85,3,2,16.05561,108.2387,quan-son-tra,mua-nha-hem-ngo/,4500000000
81,0,0,16.02751,108.2139,quan-cam-le,mua-dat-tho-cu/,4500000000
80,0,0,16.0235,108.21451,quan-cam-le,mua-nha-mat-tien-pho/,4500000000
81,0,0,16.05515,108.21731,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
68,3,2,16.04892,108.24906,quan-ngu-hanh-son,mua-nha-hem-ngo/,4500000000
105,2,2,16.06627,108.20857,quan-thanh-khe,mua-nha-mat-tien-pho/,4500000000
120,3,6,16.03346,108.23031,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
58,0,0,16.08191,108.21403,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
120,0,0,16.1061,108.13558,quan-lien-chieu,mua-dat-tho-cu/,4500000000
50,4,4,16.03163,108.22407,quan-hai-chau,mua-nha-mat-tien-pho/,4500000000
100,0,0,16.00495,108.21669,quan-cam-le,mua-dat-nen-du-an/,4500000000
