area,room,toilet,lat,long,quan,loai_bds,price-VND
120,3,4,16.1061,108.13558,quan-lien-chieu,mua-nha-mat-tien-pho/,3000000000
50,1,1,16.1061,108.13558,quan-lien-chieu,mua-can-ho-chung-cu/,3000000000
64,0,0,16.09465,108.22813,quan-son-tra,mua-nha-mat-tien-pho/,3000000000
83,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3000000000
26,2,2,16.08283,108.21394,quan-hai-chau,mua-nha-mat-tien-pho/,3000000000
48,2,1,15.99582,108.26936,quan-ngu-hanh-son,mua-can-ho-dich-vu/,3000000000
84,4,4,16.02051,108.21143,quan-cam-le,mua-nha-hem-ngo/,3000000000
120,3,4,16.09512,108.13844,quan-lien-chieu,mua-nha-mat-tien-pho/,3000000000
50,3,2,16.07687,108.22035,quan-hai-chau,mua-nha-mat-tien-pho/,3000000000
144,0,0,16.1061,108.13558,quan-lien-chieu,mua-dat-nen-du-an/,3000000000
82,2,2,16.0401,108.24717,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3000000000
50,3,3,16.05448,108.18343,quan-thanh-khe,mua-nha-hem-ngo/,3000000000
103,0,0,16.07538,108.21125,quan-hai-chau,mua-dat-tho-cu/,3000000000
105,3,3,16.0401,108.24717,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,3000000000
48,2,1,15.99582,108.26936,quan-ngu-hanh-son,mua-can-ho-dich-vu/,3000000000
105,3,3,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3000000000
105,3,3,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3000000000
87,2,2,16.05311,108.16749,quan-lien-chieu,mua-nha-mat-tien-pho/,3000000000
105,3,3,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3000000000
85,3,3,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3000000000
85,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3000000000
105,3,3,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-penthouse/,3000000000
77,0,0,16.06627,108.20857,quan-thanh-khe,mua-dat-tho-cu/,3000000000
48,2,0,15.99582,108.26936,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3000000000
102,2,2,16.04514,108.17909,quan-cam-le,mua-nha-mat-tien-pho/,3000000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3000000000
58,2,1,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3039000000
56,3,2,16.08038,108.21367,quan-hai-chau,mua-nha-mat-tien-pho/,3050000000
50,3,2,16.07245,108.19466,quan-thanh-khe,mua-nha-hem-ngo/,3050000000
100,2,1,16.01412,108.19179,quan-cam-le,mua-nha-mat-tien-pho/,3050000000
74,3,2,16.06002,108.21353,quan-thanh-khe,mua-nha-hem-ngo/,3050000000
100,0,0,16.05067,108.15756,quan-lien-chieu,mua-dat-tho-cu/,3050000000
58,0,0,16.0501,108.20917,quan-hai-chau,mua-nha-mat-tien-pho/,3050000000
95,0,0,16.07446,108.16166,quan-lien-chieu,mua-dat-tho-cu/,3050000000
50,3,2,16.07245,108.19466,quan-thanh-khe,mua-nha-mat-tien-pho/,3050000000
75,3,3,16.08503,108.14319,quan-lien-chieu,mua-nha-mat-tien-pho/,3050000000
108,0,0,16.16203,108.10753,quan-lien-chieu,mua-dat-nen-du-an/,3050000000
45,3,3,16.0606,108.18981,quan-thanh-khe,mua-nha-hem-ngo/,3050000000
51,2,2,16.08967,108.23897,quan-son-tra,mua-nha-mat-tien-pho/,3050000000
80,4,3,16.06826,108.18784,quan-thanh-khe,mua-nha-hem-ngo/,3050000000
53,2,2,16.06002,108.21353,quan-thanh-khe,mua-nha-hem-ngo/,3050000000
63,3,2,16.06746,108.19719,quan-thanh-khe,mua-nha-hem-ngo/,3050000000
42,3,4,16.07371,108.21071,quan-thanh-khe,mua-nha-hem-ngo/,3050000000
100,0,0,16.01607,108.22902,quan-cam-le,mua-dat-tho-cu/,3070000000
100,0,0,15.99107,108.23758,quan-ngu-hanh-son,mua-dat-tho-cu/,3070000000
55,3,2,16.08191,108.21403,quan-hai-chau,mua-nha-hem-ngo/,3080000000
74,3,2,16.04156,108.22326,quan-hai-chau,mua-nha-mat-tien-pho/,3080000000
55,3,2,16.08191,108.21403,quan-hai-chau,mua-nha-mat-tien-pho/,3080000000
85,2,1,16.06228,108.237,quan-son-tra,mua-duong-noi-bo/,3090000000
67,4,3,16.06531,108.23834,quan-son-tra,mua-nha-hem-ngo/,3090000000
85,2,1,16.06228,108.237,quan-son-tra,mua-nha-hem-ngo/,3090000000
94,0,0,16.01245,108.25361,quan-ngu-hanh-son,mua-dat-tho-cu/,3090000000
67,3,3,16.06531,108.23834,quan-son-tra,mua-nha-hem-ngo/,3090000000
45,3,3,16.06063,108.21655,quan-hai-chau,mua-nha-hem-ngo/,3100000000
100,0,0,15.98967,108.26234,quan-ngu-hanh-son,mua-dat-nen-du-an/,3100000000
100,0,0,15.98967,108.26234,quan-ngu-hanh-son,mua-dat-nen-du-an/,3100000000
75,0,0,16.03406,108.17856,quan-cam-le,mua-nha-hem-ngo/,3100000000
47,0,0,16.04361,108.20663,quan-hai-chau,mua-nha-mat-tien-pho/,3100000000
60,0,0,16.05085,108.24319,quan-ngu-hanh-son,mua-dat-tho-cu/,3100000000
90,0,0,15.98704,108.2667,quan-ngu-hanh-son,mua-dat-tho-cu/,3100000000
100,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,3100000000
68,2,2,16.06191,108.23652,quan-son-tra,mua-can-ho-chung-cu/,3100000000
94,0,0,16.01245,108.25361,quan-ngu-hanh-son,mua-dat-tho-cu/,3100000000
90,7,7,15.9809,108.25448,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,3100000000
52,0,0,16.08061,108.21562,quan-hai-chau,mua-dat-tho-cu/,3100000000
100,0,0,16.00641,108.23998,quan-ngu-hanh-son,mua-dat-tho-cu/,3100000000
110,0,0,16.01412,108.19179,quan-cam-le,mua-dat-nen-du-an/,3100000000
62,0,0,16.03851,108.24755,quan-ngu-hanh-son,mua-cua-hang-shop-shophouse/,3100000000
72,0,0,16.08253,108.16036,quan-lien-chieu,mua-dat-tho-cu/,3100000000
90,0,0,16.02842,108.24583,quan-ngu-hanh-son,mua-dat-tho-cu/,3100000000
100,0,0,16.0524,108.17139,quan-cam-le,mua-nha-mat-tien-pho/,3100000000
50,0,0,16.06944,108.20975,quan-thanh-khe,mua-nha-mat-tien-pho/,3100000000
94,2,1,16.05178,108.16988,quan-lien-chieu,mua-nha-mat-tien-pho/,3100000000
76,3,2,16.0172,108.20458,quan-cam-le,mua-nha-hem-ngo/,3100000000
76,3,2,16.0172,108.20458,quan-cam-le,mua-nha-hem-ngo/,3100000000
53,3,3,16.0606,108.18981,quan-thanh-khe,mua-nha-hem-ngo/,3100000000
110,0,0,16.00641,108.23998,quan-ngu-hanh-son,mua-dat-nen-du-an/,3100000000
110,0,0,16.00641,108.23998,quan-ngu-hanh-son,mua-dat-nen-du-an/,3100000000
43,3,2,16.05823,108.21715,quan-hai-chau,mua-nha-hem-ngo/,3100000000
60,6,6,16.04626,108.18212,quan-cam-le,mua-nha-hem-ngo/,3100000000
60,2,2,16.0603,108.23628,quan-son-tra,mua-nha-hem-ngo/,3100000000
82,0,0,16.0724,108.16904,quan-lien-chieu,mua-nha-mat-tien-pho/,3100000000
74,2,2,16.1061,108.13558,quan-lien-chieu,mua-can-ho-chung-cu/,3100000000
75,0,0,16.03406,108.17856,quan-cam-le,mua-nha-hem-ngo/,3100000000
54,3,2,16.05995,108.2118,quan-thanh-khe,mua-duong-noi-bo/,3100000000
55,3,2,16.0815,108.21513,quan-hai-chau,mua-nha-mat-tien-pho/,3100000000
70,3,2,16.04454,108.21522,quan-hai-chau,mua-nha-hem-ngo/,3100000000
102,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,3100000000
100,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,3100000000
50,3,3,16.0789,108.21699,quan-hai-chau,mua-nha-hem-ngo/,3100000000
94,0,0,15.98728,108.26717,quan-ngu-hanh-son,mua-dat-tho-cu/,3100000000
110,0,0,15.99107,108.23758,quan-ngu-hanh-son,mua-dat-tho-cu/,3100000000
100,0,0,15.98093,108.27226,quan-ngu-hanh-son,mua-dat-nen-du-an/,3100000000
55,3,2,16.0815,108.21513,quan-hai-chau,mua-nha-mat-tien-pho/,3100000000
40,2,2,16.06627,108.20857,quan-thanh-khe,mua-nha-hem-ngo/,3100000000
100,0,0,16.05827,108.174,quan-cam-le,mua-dat-tho-cu/,3130000000
86,3,2,16.06557,108.192,quan-thanh-khe,mua-nha-hem-ngo/,3130000000
42,3,3,16.03436,108.21845,quan-hai-chau,mua-nha-hem-ngo/,3130000000
104,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,3149000000
51,3,2,16.05108,108.21813,quan-hai-chau,mua-nha-hem-ngo/,3150000000
63,3,2,16.03406,108.17856,quan-cam-le,mua-nha-hem-ngo/,3150000000
110,0,0,16.05827,108.174,quan-cam-le,mua-dat-tho-cu/,3150000000
63,3,3,16.06694,108.21037,quan-thanh-khe,mua-nha-hem-ngo/,3150000000
50,3,2,16.05448,108.18343,quan-thanh-khe,mua-nha-hem-ngo/,3150000000
54,3,3,16.07371,108.21071,quan-thanh-khe,mua-nha-mat-tien-pho/,3150000000
65,0,0,16.05451,108.20975,quan-hai-chau,mua-dat-tho-cu/,3150000000
105,3,4,16.07604,108.14469,quan-lien-chieu,mua-nha-mat-tien-pho/,3150000000
70,2,3,16.06578,108.20387,quan-thanh-khe,mua-nha-hem-ngo/,3150000000
62,3,2,16.05498,108.18677,quan-thanh-khe,mua-nha-hem-ngo/,3150000000
76,0,0,16.04112,108.24417,quan-ngu-hanh-son,mua-dat-tho-cu/,3150000000
100,2,2,16.01412,108.19179,quan-cam-le,mua-nha-mat-tien-pho/,3150000000
42,3,3,16.03436,108.21845,quan-hai-chau,mua-nha-hem-ngo/,3150000000
105,3,2,16.06433,108.19121,quan-thanh-khe,mua-nha-hem-ngo/,3150000000
51,3,2,16.05823,108.21715,quan-hai-chau,mua-nha-hem-ngo/,3150000000
49,3,2,16.0606,108.18981,quan-thanh-khe,mua-nha-hem-ngo/,3150000000
92,0,0,16.06793,108.18581,quan-thanh-khe,mua-nha-mat-tien-pho/,3150000000
75,0,0,16.01619,108.20124,quan-cam-le,mua-nha-mat-tien-pho/,3150000000
110,1,1,15.9927,108.25567,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,3150000000
56,3,2,16.07802,108.21446,quan-hai-chau,mua-nha-mat-tien-pho/,3150000000
75,0,0,16.07857,108.16021,quan-lien-chieu,mua-dat-tho-cu/,3150000000
72,0,0,16.08317,108.16162,quan-lien-chieu,mua-dat-tho-cu/,3150000000
61,3,2,16.05538,108.21877,quan-hai-chau,mua-nha-hem-ngo/,3150000000
72,0,0,16.09713,108.22991,quan-son-tra,mua-dat-tho-cu/,3150000000
78,4,4,16.06077,108.21365,quan-hai-chau,mua-nha-hem-ngo/,3150000000
60,3,4,16.07457,108.18217,quan-thanh-khe,mua-nha-hem-ngo/,3150000000
55,3,3,16.07371,108.21071,quan-thanh-khe,mua-nha-hem-ngo/,3150000000
53,2,2,16.05504,108.23528,quan-son-tra,mua-nha-mat-tien-pho/,3150000000
42,3,3,16.03436,108.21845,quan-hai-chau,mua-nha-hem-ngo/,3150000000
60,4,3,16.05817,108.20961,quan-thanh-khe,mua-nha-hem-ngo/,3150000000
150,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-tho-cu/,3150000000
45,3,2,16.0606,108.18981,quan-thanh-khe,mua-nha-hem-ngo/,3150000000
63,3,23,16.03406,108.17856,quan-cam-le,mua-nha-hem-ngo/,3150000000
96,3,2,16.07191,108.17987,quan-thanh-khe,mua-nha-hem-ngo/,3150000000
55,3,3,16.07371,108.21071,quan-thanh-khe,mua-nha-hem-ngo/,3150000000
58,3,2,16.05406,108.2194,quan-hai-chau,mua-nha-hem-ngo/,3150000000
56,3,2,16.07802,108.21446,quan-hai-chau,mua-nha-hem-ngo/,3150000000
53,4,3,16.06975,108.19176,quan-thanh-khe,mua-nha-hem-ngo/,3150000000
104,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,3160000000
60,2,3,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-penthouse/,3180000000
60,3,2,16.05515,108.21731,quan-hai-chau,mua-nha-mat-tien-pho/,3180000000
60,2,2,16.05515,108.21731,quan-hai-chau,mua-nha-hem-ngo/,3180000000
56,3,2,16.06838,108.19679,quan-thanh-khe,mua-nha-hem-ngo/,3180000000
56,3,2,16.06838,108.19679,quan-thanh-khe,mua-nha-mat-tien-pho/,3180000000
60,1,1,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-penthouse/,3180000000
78,2,2,16.01861,108.19739,quan-cam-le,mua-nha-mat-tien-pho/,3180000000
58,1,1,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3181000000
58,1,1,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3181000000
62,1,1,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3181000000
62,1,1,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3181000000
94,3,3,16.05827,108.174,quan-cam-le,mua-nha-hem-ngo/,3190000000
43,3,3,16.05962,108.20926,quan-thanh-khe,mua-nha-hem-ngo/,3190000000
60,3,3,16.06018,108.16693,quan-lien-chieu,mua-nha-hem-ngo/,3190000000
56,4,2,16.07243,108.20271,quan-thanh-khe,mua-nha-hem-ngo/,3190000000
35,3,3,16.0501,108.20917,quan-hai-chau,mua-nha-hem-ngo/,3190000000
133,0,0,16.12544,108.1132,quan-lien-chieu,mua-dat-tho-cu/,3199000000
60,3,3,16.08091,108.23047,quan-son-tra,mua-nha-mat-tien-pho/,3200000000
60,3,3,16.06018,108.16693,quan-lien-chieu,mua-nha-hem-ngo/,3200000000
63,0,0,16.08298,108.22023,quan-hai-chau,mua-dat-tho-cu/,3200000000
110,0,0,16.05827,108.174,quan-cam-le,mua-nha-mat-tien-pho/,3200000000
80,0,0,16.0501,108.20917,quan-hai-chau,mua-dat-nen-du-an/,3200000000
112,0,0,16.05067,108.15756,quan-lien-chieu,mua-dat-tho-cu/,3200000000
47,2,2,16.04335,108.22148,quan-hai-chau,mua-nha-hem-ngo/,3200000000
105,2,1,16.00699,108.19707,quan-cam-le,mua-nha-hem-ngo/,3200000000
52,2,2,16.05255,108.23446,quan-son-tra,mua-nha-mat-tien-pho/,3200000000
90,0,0,16.05704,108.17166,quan-lien-chieu,mua-dat-nen-du-an/,3200000000
52,2,2,16.05515,108.21731,quan-hai-chau,mua-nha-hem-ngo/,3200000000
58,0,0,16.08298,108.22023,quan-hai-chau,mua-dat-tho-cu/,3200000000
52,3,2,16.05515,108.21731,quan-hai-chau,mua-nha-mat-tien-pho/,3200000000
51,2,3,16.05823,108.21715,quan-hai-chau,mua-nha-mat-tien-pho/,3200000000
100,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,3200000000
41,3,3,16.06326,108.21063,quan-thanh-khe,mua-nha-hem-ngo/,3200000000
46,3,3,16.07348,108.21344,quan-hai-chau,mua-nha-hem-ngo/,3200000000
200,0,0,15.99582,108.26936,quan-ngu-hanh-son,mua-dat-nen-du-an/,3200000000
95,0,0,16.04645,108.1776,quan-cam-le,mua-nha-mat-tien-pho/,3200000000
69,0,0,16.05939,108.20823,quan-thanh-khe,mua-nha-mat-tien-pho/,3200000000
42,3,3,16.03436,108.21845,quan-hai-chau,mua-nha-hem-ngo/,3200000000
81,0,0,16.08049,108.16329,quan-lien-chieu,mua-nha-mat-tien-pho/,3200000000
80,0,0,16.0501,108.20917,quan-hai-chau,mua-dat-nen-du-an/,3200000000
300,0,0,16.1061,108.13558,quan-lien-chieu,mua-dat-nen-du-an/,3200000000
100,0,0,16.01333,108.25447,quan-ngu-hanh-son,mua-dat-nen-du-an/,3200000000
101,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,3200000000
137,0,0,16.12544,108.1132,quan-lien-chieu,mua-dat-tho-cu/,3200000000
99,3,2,16.06746,108.19719,quan-thanh-khe,mua-nha-hem-ngo/,3200000000
57,1,1,16.1061,108.13558,quan-lien-chieu,mua-can-ho-chung-cu/,3200000000
115,0,0,15.97666,108.23353,quan-ngu-hanh-son,mua-dat-tho-cu/,3200000000
43,3,3,16.04335,108.22148,quan-hai-chau,mua-nha-hem-ngo/,3200000000
108,2,2,16.05827,108.174,quan-cam-le,mua-nha-mat-tien-pho/,3200000000
51,3,2,16.0669,108.21225,quan-thanh-khe,mua-nha-hem-ngo/,3200000000
53,3,2,16.05515,108.21731,quan-hai-chau,mua-nha-hem-ngo/,3200000000
60,3,3,16.05448,108.18343,quan-thanh-khe,mua-nha-hem-ngo/,3200000000
137,0,0,16.07743,108.16546,quan-lien-chieu,mua-dat-nen-du-an/,3200000000
56,2,2,16.04335,108.22148,quan-hai-chau,mua-nha-hem-ngo/,3200000000
80,3,3,16.04821,108.2095,quan-hai-chau,mua-nha-biet-thu-lien-ke/,3200000000
84,2,2,16.06228,108.237,quan-son-tra,mua-nha-hem-ngo/,3200000000
8,3,2,16.08042,108.14686,quan-lien-chieu,mua-nha-hem-ngo/,3200000000
80,0,0,16.0501,108.20917,quan-hai-chau,mua-dat-nen-du-an/,3200000000
86,4,2,16.04105,108.23907,quan-ngu-hanh-son,mua-nha-hem-ngo/,3200000000
70,3,2,16.04258,108.214,quan-hai-chau,mua-nha-hem-ngo/,3200000000
73,0,0,16.06774,108.21766,quan-hai-chau,mua-nha-mat-tien-pho/,3200000000
100,0,0,15.98326,108.25256,quan-ngu-hanh-son,mua-dat-nen-du-an/,3200000000
100,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,3200000000
63,2,2,16.03328,108.22257,quan-hai-chau,mua-nha-hem-ngo/,3200000000
125,0,0,16.01959,108.22899,quan-cam-le,mua-dat-tho-cu/,3200000000
100,0,0,15.98967,108.26234,quan-ngu-hanh-son,mua-dat-nen-du-an/,3200000000
47,2,2,16.04335,108.22148,quan-hai-chau,mua-nha-hem-ngo/,3200000000
300,0,0,16.1061,108.13558,quan-lien-chieu,mua-dat-nen-du-an/,3200000000
104,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,3200000000
60,2,2,16.04335,108.22148,quan-hai-chau,mua-nha-hem-ngo/,3200000000
100,0,0,16.01412,108.19179,quan-cam-le,mua-dat-nen-du-an/,3200000000
50,3,2,16.06352,108.20856,quan-thanh-khe,mua-duong-noi-bo/,3200000000
72,2,2,16.09256,108.2308,quan-son-tra,mua-nha-mat-tien-pho/,3200000000
55,3,3,16.08562,108.21912,quan-hai-chau,mua-nha-hem-ngo/,3200000000
60,3,2,16.04454,108.21522,quan-hai-chau,mua-nha-hem-ngo/,3200000000
80,0,0,16.02617,108.24185,quan-ngu-hanh-son,mua-dat-tho-cu/,3200000000
82,2,1,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3200000000
90,0,0,16.07345,108.16578,quan-lien-chieu,mua-dat-tho-cu/,3200000000
50,3,2,16.06352,108.20856,quan-thanh-khe,mua-nha-hem-ngo/,3200000000
55,3,3,16.08562,108.21912,quan-hai-chau,mua-nha-hem-ngo/,3200000000
100,3,2,15.99107,108.23758,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,3200000000
54,1,1,16.1061,108.13558,quan-lien-chieu,mua-can-ho-dich-vu/,3200000000
62,2,2,16.05538,108.21877,quan-hai-chau,mua-nha-hem-ngo/,3200000000
120,0,0,16.02268,108.24644,quan-ngu-hanh-son,mua-dat-tho-cu/,3200000000
50,3,2,16.06352,108.20856,quan-thanh-khe,mua-duong-noi-bo/,3200000000
80,0,0,16.02611,108.24381,quan-ngu-hanh-son,mua-dat-tho-cu/,3200000000
60,0,0,16.08591,108.23199,quan-son-tra,mua-dat-tho-cu/,3200000000
100,0,0,16.05022,108.16995,quan-lien-chieu,mua-dat-tho-cu/,3200000000
62,2,2,16.05538,108.21877,quan-hai-chau,mua-nha-mat-tien-pho/,3200000000
100,0,0,16.08933,108.14701,quan-lien-chieu,mua-dat-nen-du-an/,3209000000
145,0,0,16.08933,108.14701,quan-lien-chieu,mua-dat-nen-du-an/,3210000000
60,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3210000000
60,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3210000000
47,3,3,16.05406,108.2194,quan-hai-chau,mua-nha-hem-ngo/,3230000000
108,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,3240000000
72,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3240000000
63,3,3,16.0606,108.18981,quan-thanh-khe,mua-nha-mat-tien-pho/,3244000000
61,3,2,16.07688,108.21215,quan-hai-chau,mua-nha-hem-ngo/,3250000000
85,0,0,16.04514,108.17909,quan-cam-le,mua-dat-tho-cu/,3250000000
75,3,3,16.07875,108.16616,quan-lien-chieu,mua-nha-mat-tien-pho/,3250000000
78,0,0,16.0501,108.20917,quan-hai-chau,mua-dat-tho-cu/,3250000000
44,2,3,16.06756,108.20497,quan-thanh-khe,mua-nha-hem-ngo/,3250000000
100,0,0,16.00641,108.23998,quan-ngu-hanh-son,mua-dat-tho-cu/,3250000000
55,0,0,16.0789,108.21699,quan-hai-chau,mua-nha-mat-tien-pho/,3250000000
85,0,0,16.02268,108.24644,quan-ngu-hanh-son,mua-dat-tho-cu/,3250000000
130,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-tho-cu/,3250000000
76,2,2,16.05666,108.18751,quan-thanh-khe,mua-nha-mat-tien-pho/,3250000000
85,3,2,16.01412,108.19179,quan-cam-le,mua-nha-mat-tien-pho/,3250000000
63,1,1,16.05448,108.18343,quan-thanh-khe,mua-nha-hem-ngo/,3250000000
62,3,2,16.05498,108.18677,quan-thanh-khe,mua-nha-hem-ngo/,3250000000
53,3,3,16.06433,108.19121,quan-thanh-khe,mua-nha-mat-tien-pho/,3250000000
70,2,1,16.04156,108.22326,quan-hai-chau,mua-nha-hem-ngo/,3250000000
82,2,2,16.05088,108.21586,quan-hai-chau,mua-nha-hem-ngo/,3250000000
62,3,2,16.05498,108.18677,quan-thanh-khe,mua-nha-hem-ngo/,3250000000
45,3,3,16.07356,108.22082,quan-hai-chau,mua-nha-hem-ngo/,3250000000
80,0,0,15.99582,108.26936,quan-ngu-hanh-son,mua-dat-tho-cu/,3250000000
100,1,1,15.99888,108.21549,quan-cam-le,mua-nha-mat-tien-pho/,3250000000
55,0,0,16.0789,108.21699,quan-hai-chau,mua-nha-mat-tien-pho/,3250000000
47,3,3,16.05448,108.18343,quan-thanh-khe,mua-nha-hem-ngo/,3250000000
85,3,2,16.08317,108.16162,quan-lien-chieu,mua-nha-mat-tien-pho/,3250000000
90,0,0,15.99959,108.26664,quan-ngu-hanh-son,mua-dat-tho-cu/,3250000000
40,3,3,16.07687,108.22035,quan-hai-chau,mua-nha-hem-ngo/,3250000000
100,0,0,15.99107,108.23758,quan-ngu-hanh-son,mua-dat-tho-cu/,3250000000
62,3,2,16.05498,108.18677,quan-thanh-khe,mua-nha-hem-ngo/,3250000000
61,3,2,16.07688,108.21215,quan-hai-chau,mua-nha-hem-ngo/,3250000000
77,3,3,16.0606,108.18981,quan-thanh-khe,mua-nha-hem-ngo/,3250000000
53,3,3,16.05448,108.18343,quan-thanh-khe,mua-nha-mat-tien-pho/,3250000000
81,3,3,16.04419,108.21829,quan-hai-chau,mua-nha-hem-ngo/,3250000000
63,1,1,16.05448,108.18343,quan-thanh-khe,mua-nha-hem-ngo/,3250000000
45,3,2,16.07356,108.22082,quan-hai-chau,mua-nha-hem-ngo/,3250000000
81,3,3,16.04419,108.21829,quan-hai-chau,mua-nha-hem-ngo/,3250000000
56,3,3,16.0606,108.18981,quan-thanh-khe,mua-nha-hem-ngo/,3250000000
55,1,2,16.05448,108.18343,quan-thanh-khe,mua-nha-hem-ngo/,3250000000
150,0,0,16.09591,108.13013,quan-lien-chieu,mua-dat-nen-du-an/,3250000000
145,0,0,16.12544,108.1132,quan-lien-chieu,mua-dat-tho-cu/,3255000000
102,0,0,15.98635,108.25687,quan-ngu-hanh-son,mua-dat-nen-du-an/,3260000000
105,0,0,15.99107,108.23758,quan-ngu-hanh-son,mua-dat-nen-du-an/,3270000000
82,2,2,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3280000000
80,3,3,16.0501,108.20917,quan-hai-chau,mua-nha-biet-thu-lien-ke/,3280000000
62,1,1,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3286000000
64,3,2,16.08428,108.15575,quan-lien-chieu,mua-nha-hem-ngo/,3290000000
100,3,2,16.00641,108.23998,quan-ngu-hanh-son,mua-nha-mat-tien-pho/,3290000000
101,4,2,16.01607,108.22902,quan-cam-le,mua-nha-mat-tien-pho/,3290000000
60,3,3,16.05676,108.16851,quan-lien-chieu,mua-nha-hem-ngo/,3290000000
150,0,0,16.09591,108.13013,quan-lien-chieu,mua-dat-nen-du-an/,3299000000
55,3,4,16.06774,108.21766,quan-hai-chau,mua-nha-hem-ngo/,3299000000
90,0,0,16.04514,108.17909,quan-cam-le,mua-dat-tho-cu/,3300000000
108,0,0,16.08481,108.14932,quan-lien-chieu,mua-dat-tho-cu/,3300000000
62,1,1,16.03851,108.24755,quan-ngu-hanh-son,mua-can-ho-chung-cu/,3300000000
67,0,0,16.03002,108.22549,quan-hai-chau,mua-dat-tho-cu/,3300000000
100,0,0,16.00641,108.23998,quan-ngu-hanh-son,mua-dat-nen-du-an/,3300000000
53,3,3,16.07468,108.1763,quan-thanh-khe,mua-nha-hem-ngo/,3300000000
93,0,0,16.06076,108.16968,quan-lien-chieu,mua-dat-tho-cu/,3300000000
105,0,0,16.00641,108.23998,quan-ngu-hanh-son,mua-dat-nen-du-an/,3300000000
90,0,0,16.04514,108.17909,quan-cam-le,mua-nha-mat-tien-pho/,3300000000
50,3,3,16.04361,108.20663,quan-hai-chau,mua-nha-hem-ngo/,3300000000
90,0,0,16.04514,108.17909,quan-cam-le,mua-nha-mat-tien-pho/,3300000000
60,3,2,16.06919,108.19684,quan-thanh-khe,mua-nha-hem-ngo/,3300000000
100,0,0,16.00425,108.22051,quan-cam-le,mua-nha-mat-tien-pho/,3300000000
90,0,0,16.04514,108.17909,quan-cam-le,mua-nha-mat-tien-pho/,3300000000
57,3,2,16.06627,108.20857,quan-thanh-khe,mua-nha-hem-ngo/,3300000000
100,0,0,16.00641,108.23998,quan-ngu-hanh-son,mua-dat-tho-cu/,3300000000
140,0,0,15.97666,108.23353,quan-ngu-hanh-son,mua-dat-tho-cu/,3300000000
160,3,3,16.08412,108.16158,quan-lien-chieu,mua-nha-biet-thu-lien-ke/,3300000000
90,0,0,16.04514,108.17909,quan-cam-le,mua-nha-mat-tien-pho/,3300000000
62,0,0,16.07688,108.21215,quan-hai-chau,mua-nha-mat-tien-pho/,3300000000
100,0,0,16.00641,108.23998,quan-ngu-hanh-son,mua-dat-tho-cu/,3300000000
100,0,0,16.01385,108.24989,quan-ngu-hanh-son,mua-dat-nen-du-an/,3300000000
