area,room,toilet,lat,long,price-VND,loai_bds-code
45,3,3,16.07243,108.20271,5700000000,16
115,0,0,16.0501,108.20917,6100000000,16
92,0,0,16.06448,108.2396,12500000000,16
100,0,0,16.07446,108.16166,35000000,7
101,0,0,16.08043,108.23139,7300000000,9
115,3,1,15.97666,108.23353,2415000000,16
94,3,3,16.06208,108.17564,3350000000,15
102,0,0,15.97666,108.23353,1390000000,9
125,0,0,16.0779,108.21025,15500000000,9
70,0,0,16.03513,108.21985,5000000000,16
100,4,3,16.0799,108.13589,4400000000,16
40,2,2,16.0669,108.21225,2830000000,15
100,0,0,16.07309,108.16553,2499000000,9
82,2,2,16.03851,108.24755,4357000000,0
75,3,1,16.06352,108.20856,4800000000,16
85,2,1,16.06228,108.237,3090000000,11
70,0,0,16.05565,108.16436,1650000000,9
100,4,4,16.03124,108.22654,10000000000,16
100,0,0,16.00495,108.21669,5095000000,9
124,4,5,16.1061,108.13558,4900000000,16
150,2,1,16.05565,108.16436,2900000000,16
100,3,4,16.02844,108.24078,5800000000,16
69,3,2,16.04258,108.214,3950000000,15
43,2,1,16.06746,108.19719,1850000000,15
100,4,3,16.01478,108.2084,4800000000,16
42,2,2,16.06268,108.21976,2550000000,16
104,0,0,16.0501,108.20917,5900000000,16
100,0,0,16.0523,108.16621,900000000,7
83,3,3,16.08441,108.23604,7200000000,16
70,3,2,16.01507,108.20707,2600000000,16
58,3,4,16.05515,108.21731,4600000000,15
90,4,4,16.01857,108.25519,6850000000,16
180,4,4,16.0395,108.24862,5678000000,1
50,2,2,16.06582,108.19011,3500000000,16
80,2,1,16.04259,108.21995,2900000000,15
90,0,0,16.0401,108.24717,13500000000,16
125,0,0,16.04454,108.21522,15000000000,16
100,0,0,15.97911,108.21384,2650000000,9
135,3,3,16.06975,108.20037,8500000000,16
75,0,0,16.08125,108.21714,5500000000,16
82,2,2,16.03851,108.24755,4500000000,0
75,3,2,16.05823,108.21715,6400000000,16
100,2,1,16.07422,108.13483,1000000000,0
53,2,0,16.09501,108.23936,1200000000,0
100,3,3,15.98893,108.2077,5300000000,16
80,3,2,16.01619,108.20124,3370000000,16
60,7,7,16.05271,108.24424,8500000000,16
107,0,0,16.07371,108.21071,16000000000,16
75,0,0,16.0752,108.24058,5300000000,9
141,1,1,15.9511,108.14006,590000000,16
76,0,0,16.05508,108.22148,11500000000,16
135,3,2,16.04335,108.22148,13500000000,16
52,2,2,16.04995,108.21626,2560000000,16
99,3,2,16.06433,108.19121,3000000000,15
72,0,0,16.08151,108.16028,3850000000,16
100,0,0,16.1061,108.13558,1600000000,7
87,3,2,16.08428,108.15575,2750000000,15
100,0,0,16.07425,108.1673,5300000000,9
52,2,2,16.05255,108.23446,3200000000,16
105,0,0,16.03889,108.24683,11800000000,16
72,3,3,16.03113,108.226,5200000000,16
50,3,3,16.04473,108.21916,3600000000,15
100,0,0,16.05192,108.16724,1500000000,9
95,0,0,16.02637,108.24249,4200000000,9
90,4,3,16.04454,108.21522,2800000000,16
88,5,4,16.0784,108.16648,4850000000,16
40,2,2,16.05823,108.21715,2150000000,15
66,2,2,16.07371,108.21071,2300000000,15
90,3,4,16.01898,108.25492,5300000000,16
112,0,0,16.05255,108.23446,14000000000,16
82,3,2,16.07143,108.15519,4350000000,16
32,1,1,16.06746,108.19719,1550000000,15
133,3,3,16.04883,108.21071,19000000000,16
60,3,2,16.06919,108.19684,3300000000,15
96,3,3,16.03934,108.24009,6000000000,16
79,0,0,16.06812,108.15036,4000000000,16
62,4,4,16.03328,108.22257,4000000000,15
100,2,2,16.00844,108.22669,4600000000,16
35,2,2,16.07356,108.22082,2550000000,15
75,3,2,16.07729,108.17301,3850000000,16
176,0,0,16.01241,108.25534,14500000000,9
72,3,2,16.02035,108.20494,3800000000,16
120,4,4,16.03346,108.23031,15000000000,16
60,3,3,16.06063,108.21655,5900000000,15
100,0,0,16.04763,108.23516,1500000000,7
108,0,0,15.98635,108.25687,1700000000,7
70,2,2,16.03851,108.24755,2000000000,0
53,2,2,16.06387,108.18914,2950000000,15
115,3,2,16.06688,108.1799,2700000000,15
88,2,2,16.05461,108.24057,4800000000,15
80,4,3,16.07371,108.21071,12500000000,16
83,2,2,16.03851,108.24755,2100000000,0
120,2,1,15.98893,108.2077,3400000000,16
154,3,3,16.03346,108.23031,19000000000,16
60,6,3,16.07481,108.21054,3400000000,16
42,2,2,16.06746,108.19719,2550000000,15
53,3,2,16.06433,108.19121,2700000000,15
30,2,1,16.03163,108.22407,800000000,0
54,3,2,16.06087,108.21717,2290000000,15
82,2,2,16.03851,108.24755,3000000000,0
65,3,3,16.07136,108.18335,3800000000,15
90,3,2,16.01882,108.19493,4000000000,16
125,0,0,16.05243,108.1776,7100000000,16
161,0,0,16.03189,108.22936,17000000000,9
80,3,2,16.0558,108.22367,7760000000,16
50,3,4,16.05448,108.18343,3600000000,15
150,0,0,16.1061,108.13558,2658000000,7
100,0,0,16.06986,108.23666,8650000000,6
54,2,2,16.06175,108.21637,2550000000,16
48,3,2,16.05765,108.21816,7500000000,16
103,0,0,16.07686,108.23455,6500000000,16
85,3,3,16.02791,108.18997,2750000000,15
53,0,0,16.03406,108.17856,1830000000,9
80,3,3,16.02563,108.21381,3990000000,16
145,0,0,16.12544,108.1132,3255000000,9
111,4,4,16.08042,108.14686,2100000000,11
102,3,4,16.09591,108.13013,12000000000,16
170,0,0,16.1061,108.13558,9000000000,7
50,3,2,16.06851,108.20916,3000000000,15
74,0,0,16.03309,108.21848,7500000000,16
144,3,4,16.08328,108.22888,10200000000,16
100,0,0,15.99389,108.23178,3400000000,9
99,3,3,16.03851,108.24755,5296000000,0
95,3,3,16.05255,108.23446,12500000000,16
62,2,1,16.03851,108.24755,53000000,0
86,3,2,16.06557,108.192,3130000000,15
100,0,0,15.99107,108.23758,1800000000,7
35,3,3,16.0501,108.20917,3190000000,15
101,0,0,16.05255,108.23446,10500000000,16
166,0,0,15.9511,108.14006,980000000,7
70,3,3,16.02252,108.21067,4600000000,16
148,0,0,16.06756,108.24001,13500000000,9
176,0,0,16.04263,108.21148,15600000000,16
107,0,0,15.98635,108.25687,3500000000,9
81,3,2,16.04404,108.22296,7500000000,16
112,2,2,16.05515,108.21731,4450000000,16
96,0,0,16.05472,108.20585,9850000000,16
105,2,1,16.00699,108.19707,3200000000,15
100,0,0,15.99107,108.23758,1600000000,7
158,6,5,16.06644,108.24437,11500000000,16
45,3,3,16.0606,108.18981,3050000000,15
70,4,4,16.08428,108.15575,4500000000,16
50,3,2,16.07688,108.21215,4150000000,15
106,3,3,16.03851,108.24755,1139000000,3
79,4,3,16.06899,108.23515,8200000000,16
100,3,2,16.06009,108.18561,8700000000,16
78,3,4,16.07146,108.22133,3850000000,15
68,0,0,16.04454,108.21522,3950000000,16
88,2,1,16.09384,108.24476,2650000000,15
56,0,0,16.05812,108.18328,1870000000,9
95,0,0,16.03384,108.21047,6200000000,16
51,2,2,16.05448,108.18343,2000000000,15
98,3,3,16.04223,108.21299,8350000000,16
95,4,4,16.0836,108.21802,7400000000,16
78,4,3,16.03391,108.21354,5600000000,16
62,4,3,16.05451,108.20975,8900000000,16
65,0,0,16.06002,108.21353,5600000000,16
180,3,3,16.09227,108.23095,10000000,14
80,0,0,16.05224,108.16664,3300000000,9
100,4,3,16.00641,108.23998,4800000000,16
98,3,2,16.05504,108.23528,6900000000,16
50,1,2,16.05515,108.21731,2450000000,15
60,2,2,16.08954,108.21764,4300000000,16
100,0,0,16.1061,108.13558,0,7
60,3,3,16.05159,108.20989,3400000000,15
57,2,2,16.08283,108.21394,5800000000,16
48,3,2,16.0597,108.21212,2850000000,15
86,3,2,16.08253,108.16036,3750000000,16
100,2,2,16.00844,108.22669,4600000000,16
77,0,0,16.06427,108.23062,9500000000,16
100,2,2,15.99107,108.23758,3700000000,16
151,0,0,16.1061,108.13558,6900000000,7
68,0,0,16.04221,108.2431,7200000000,16
100,0,0,16.07009,108.17669,8500000000,16
90,0,0,15.99107,108.23758,2300000000,9
84,0,0,16.02791,108.18997,1750000000,9
98,4,5,16.03475,108.20878,8200000000,16
100,0,0,15.99107,108.23758,3070000000,9
104,0,0,16.03358,108.21131,4200000000,16
36,2,2,16.06838,108.19679,2090000000,15
50,4,4,16.07728,108.22003,5600000000,16
58,2,2,16.06523,108.22072,2890000000,15
57,3,2,16.04454,108.21522,3650000000,15
100,0,0,15.98936,108.27118,2200000000,7
100,0,0,16.08133,108.23305,5800000000,16
80,4,4,16.0724,108.16904,3950000000,16
99,3,3,16.03851,108.24755,5627000000,0
40,2,2,16.0706,108.20114,2550000000,15
36,3,2,16.05088,108.21586,2300000000,15
56,4,4,16.08954,108.21764,5000000000,16
82,3,3,16.06509,108.22178,8300000000,15
86,4,2,16.04105,108.23907,3200000000,15
106,3,2,16.03851,108.24755,1100000000,0
101,3,3,16.06009,108.18561,4300000000,16
42,3,2,16.06793,108.18581,2380000000,15
53,4,4,16.0606,108.18981,5798000000,16
43,3,3,16.06175,108.21637,3500000000,15
102,2,2,16.00442,108.21512,4300000000,16
175,2,1,16.05679,108.24132,8700000000,16
71,3,2,16.06633,108.18203,2500000000,15
104,3,2,16.03011,108.22785,9700000000,16
112,4,2,16.05515,108.21731,4400000000,16
110,6,6,16.02611,108.24381,8200000000,16
54,3,4,16.0545,108.20975,4250000000,15
152,0,0,16.03277,108.22202,20000000000,16
100,0,0,16.01559,108.2225,3600000000,9
50,2,2,16.0732,108.21208,2550000000,15
144,3,4,16.08328,108.22888,5200000000,16
50,3,2,16.06352,108.20856,3200000000,11
80,4,4,16.01917,108.1988,5300000000,16
44,3,3,16.05515,108.21731,2800000000,15
53,3,3,16.06433,108.19121,3500000000,15
64,0,0,16.05676,108.16851,2400000000,9
106,3,2,16.03851,108.24755,4222000000,0
85,0,0,16.04514,108.17909,3250000000,9
100,0,0,15.99582,108.26936,1500000000,7
82,3,3,16.05342,108.23435,6800000000,16
120,0,0,16.06503,108.19923,15500000000,16
82,2,2,16.03851,108.24755,4182000000,16
48,2,2,16.07191,108.17987,2650000000,15
102,4,3,16.05441,108.2118,9300000000,16
82,2,2,16.03851,108.24755,4537000000,0
100,2,2,15.97759,108.23751,3450000000,11
120,3,6,16.03189,108.22936,7200000000,16
66,2,1,16.05903,108.1873,3000000000,15
100,0,0,15.99107,108.23758,1800000000,7
80,3,3,15.98635,108.25687,1200000000,0
75,5,4,16.05515,108.21731,6480000000,15
52,0,0,16.06756,108.24001,2200000000,6
50,4,4,16.06746,108.19719,4670000000,15
61,2,2,16.04454,108.21522,3380000000,15
80,3,3,16.03835,108.24656,12500000000,16
100,0,0,16.01412,108.19179,4600000000,16
100,0,0,16.05479,108.17133,5200000000,9
90,0,0,16.05762,108.23751,4500000000,9
115,3,3,16.06746,108.19719,3650000000,15
64,3,3,16.05515,108.21731,3300000000,15
82,3,2,16.08049,108.16329,4350000000,16
75,0,0,16.04739,108.18375,1850000000,9
80,2,1,16.03553,108.21571,2690000000,15
75,0,0,16.07536,108.17232,3950000000,9
84,0,0,16.05676,108.16851,1650000000,9
81,3,3,16.05676,108.16851,3550000000,15
94,2,1,16.05827,108.174,4800000000,16
60,2,1,16.07481,108.21054,2860000000,16
55,2,2,16.10043,108.25233,3300000000,15
78,3,3,16.09512,108.13844,2800000000,1
80,3,2,16.08959,108.24015,4350000000,16
90,0,0,16.04892,108.24906,1400000000,9
23,2,2,16.0558,108.22367,2486000000,0
85,5,5,16.00551,108.19843,4900000000,16
100,0,0,16.0692,108.23681,15500000000,16
121,2,3,16.03309,108.21848,12700000000,16
65,2,1,16.05448,108.18343,2050000000,15
150,0,0,16.03236,108.23286,5645000000,7
45,3,3,16.07243,108.20271,5700000000,16
88,4,3,16.03086,108.22932,7800000000,16
100,0,0,15.9511,108.14006,520000000,9
45,3,3,16.03163,108.22407,4350000000,15
107,3,4,16.03851,108.24755,5671000000,0
101,4,3,16.0143,108.19913,7200000000,16
82,3,2,16.05685,108.24449,7000000000,16
138,0,0,16.06228,108.237,3900000000,9
120,3,3,16.09591,108.13013,2000000000,14
79,0,0,16.03436,108.21845,9500000000,16
101,3,2,16.05663,108.18593,5990000000,16
67,3,3,16.04454,108.21522,3450000000,16
138,3,4,16.09512,108.13844,3312000000,16
60,2,2,16.0598,108.23051,2600000000,0
52,3,3,16.06352,108.20856,3400000000,16
80,3,2,16.02857,108.21986,5500000000,16
67,3,3,16.07012,108.18489,4350000000,15
83,2,2,16.03851,108.24755,4565000000,0
100,0,0,15.99107,108.23758,1900000000,9
100,0,0,16.05827,108.174,2870000000,9
155,5,7,16.05823,108.21715,7890000000,16
100,3,3,15.99476,108.21192,4100000000,16
84,4,3,16.03121,108.22883,6100000000,16
120,3,3,16.03346,108.23031,16800000000,16
76,3,2,16.03273,108.2078,3900000000,15
70,2,2,16.05519,108.20532,4800000000,16
123,3,2,16.06282,108.22113,8000000000,16
100,0,0,15.97919,108.27257,2000000000,9
74,2,1,16.03358,108.21131,4630000000,16
89,3,3,16.05584,108.18582,4870000000,16
70,3,2,16.06702,108.20747,4350000000,15
107,3,2,16.09022,108.24169,5500000000,16
42,2,2,16.09023,108.24266,2650000000,15
72,0,0,16.06578,108.20387,3500000000,16
72,0,0,16.03631,108.21548,2250000000,9
70,0,0,16.03309,108.21848,6500000000,16
60,3,2,16.04779,108.24168,5200000000,16
77,4,3,16.02402,108.21324,6480000000,16
96,3,3,16.03436,108.21845,8000000000,16
85,2,2,16.05519,108.20532,4500000000,16
90,0,0,15.99388,108.23889,1550000000,9
100,0,0,16.07225,108.16496,4200000000,9
80,3,3,16.05448,108.18343,6500000000,16
82,3,3,16.08049,108.16329,3500000000,16
57,3,3,16.06851,108.20916,4450000000,15
45,1,1,16.05655,108.24693,1755000000,0
100,3,2,16.00641,108.23998,3290000000,16
82,2,1,16.03788,108.21496,5300000000,16
76,2,2,16.04387,108.22051,4640000000,16
80,3,2,16.05799,108.15665,2200000000,15
180,0,0,15.98635,108.25687,4300000000,7
106,2,2,16.03851,108.24755,4300000000,1
93,2,2,16.06793,108.18581,11500000000,16
112,1,1,16.01707,108.19856,2850000000,15
70,0,0,16.08428,108.15575,2300000000,9
96,3,2,16.07191,108.17987,3150000000,15
100,0,0,16.0478,108.23767,1300000000,7
103,5,4,16.08075,108.16038,8900000000,16
77,3,2,16.04454,108.21522,4600000000,15
83,0,0,16.08191,108.21403,6800000000,9
50,2,2,16.04797,108.15633,1830000000,15
48,0,0,16.07191,108.17987,1790000000,9
100,0,0,16.07743,108.16546,6200000000,9
50,0,0,16.05519,108.20532,4300000000,16
73,3,3,16.02577,108.20979,3900000000,16
160,0,0,16.01238,108.22979,8300000000,9
100,0,0,16.07422,108.13483,2300000000,7
47,2,2,16.0121,108.25465,5400000000,16
110,3,4,16.09579,108.22874,6900000000,16
89,5,3,16.02821,108.22101,7000000000,16
49,3,3,16.0669,108.21225,2950000000,15
61,0,0,16.03902,108.21687,4799000000,16
40,3,3,16.0669,108.21225,3400000000,15
100,3,2,16.03851,108.24755,3000000000,16
127,0,0,16.00005,108.21795,5300000000,9
75,0,0,16.03847,108.21274,5700000000,16
72,3,3,16.04739,108.18375,2200000000,15
100,3,4,16.01792,108.2324,5690000000,16
150,0,0,16.09512,108.13844,2799000000,7
77,2,2,16.03851,108.24755,1999000000,0
57,4,3,16.04454,108.21522,3750000000,15
83,2,2,16.03851,108.24755,3000000000,0
74,4,4,16.08562,108.21912,4150000000,15
92,4,2,16.04112,108.21221,6300000000,16
80,3,3,16.02982,108.22054,5300000000,16
60,2,2,15.98326,108.25256,1650000000,0
65,3,2,16.07371,108.21071,4600000000,15
92,0,0,16.05762,108.23751,5500000000,16
100,0,0,15.97666,108.23353,1400000000,9
62,1,1,16.03851,108.24755,3181000000,0
100,3,3,16.02995,108.23884,6900000000,16
100,2,2,16.06986,108.23666,2500000000,0
47,1,1,16.10909,108.13038,1200000000,0
72,3,3,16.04259,108.21995,3550000000,16
100,0,0,16.03086,108.22932,6700000000,16
84,3,3,16.04688,108.2076,4600000000,15
100,0,0,16.09278,108.23246,6200000000,16
100,0,0,15.98635,108.25687,2800000000,7
100,0,0,16.0732,108.21208,529000000,7
90,7,7,16.02982,108.22054,7800000000,16
113,4,2,16.05823,108.21715,4400000000,15
81,0,0,16.07331,108.24296,8900000000,16
91,0,0,16.08327,108.2333,8300000000,9
115,3,2,16.06613,108.24356,17000000000,16
62,3,2,16.05498,108.18677,3150000000,15
100,0,0,16.09591,108.13013,2050000000,7
103,3,3,16.06826,108.18784,4400000000,15
90,0,0,16.04892,108.24688,14150000000,16
150,0,0,15.98635,108.25687,1200000000,7
104,0,0,16.07331,108.24296,8500000000,16
75,0,0,16.03847,108.21274,5400000000,16
82,2,2,16.03851,108.24755,3700000000,0
60,4,3,16.03002,108.22549,4450000000,15
60,6,6,16.05271,108.24424,8600000000,16
110,0,0,16.05375,108.21137,4300000000,9
188,4,4,16.05679,108.21799,26000000000,16
75,3,3,16.06486,108.2164,4200000000,15
110,4,4,16.05565,108.16436,3000000000,14
92,3,3,16.0478,108.23767,6850000000,16
82,2,2,16.03851,108.24755,4182000000,0
56,3,4,16.0668,108.21416,3450000000,15
60,3,3,16.06791,108.20152,8200000000,16
92,3,2,16.05799,108.15665,2050000000,15
62,3,2,16.05519,108.20532,4495000000,16
105,4,3,16.0428,108.17073,5950000000,16
120,0,0,16.03734,108.22095,12000000000,16
45,2,2,16.07243,108.20271,2150000000,15
52,2,2,16.05515,108.21731,3200000000,15
92,4,2,16.04112,108.21221,6150000000,16
70,3,2,16.04454,108.21522,3100000000,15
144,4,4,16.08328,108.22888,8386000000,14
100,3,2,16.00844,108.22669,460000,16
60,2,2,16.0598,108.23051,2290000000,0
118,0,0,16.04611,108.24474,5300000000,9
71,2,2,16.07422,108.13483,1207000000,0
100,2,1,16.06746,108.19719,3500000000,15
88,0,0,16.08184,108.23081,7800000000,16
80,3,3,16.05451,108.20975,10800000000,16
45,2,1,16.06056,108.23466,1000000000,4
59,3,4,16.05472,108.20585,6800000000,16
42,2,2,16.06746,108.19719,2650000000,15
100,3,3,16.05675,108.21713,6100000000,15
100,3,3,16.05448,108.18343,3400000000,16
70,0,0,16.03272,108.21844,4250000000,16
136,2,2,16.13267,108.11957,1550000000,15
65,3,3,16.04673,108.24238,5200000000,16
50,0,0,16.05903,108.1873,4300000000,16
55,2,2,16.06791,108.20152,2250000000,15
79,4,4,16.04454,108.21522,2500000000,15
90,3,2,16.0143,108.19913,2900000000,16
139,0,0,15.98635,108.25687,4050000000,7
125,0,0,16.04454,108.21522,15500000000,16
42,3,2,16.02531,108.21319,1800000000,16
180,4,4,16.00902,108.21925,12200000000,14
74,1,1,16.01676,108.20866,7200000000,16
95,3,3,16.03718,108.24387,7500000000,16
70,3,2,16.07777,108.16974,2500000000,15
90,3,2,16.05235,108.23934,7500000000,16
150,0,0,15.99107,108.23758,5650000000,7
50,3,3,16.07468,108.1763,2950000000,15
58,2,2,16.05783,108.21058,5490000000,15
42,0,0,16.0789,108.21699,1960000000,9
40,2,2,16.04454,108.21522,2480000000,15
76,0,0,16.04112,108.24417,3150000000,9
75,0,0,16.03391,108.21354,4500000000,16
53,3,2,16.05515,108.21731,3580000000,16
70,0,0,16.07022,108.23294,6500000000,16
106,0,0,16.07559,108.24198,8600000000,9
101,0,0,16.03513,108.21985,12500000000,16
62,2,1,16.06838,108.19679,2500000000,15
90,3,3,16.05676,108.16851,5300000000,16
58,3,2,16.05406,108.2194,3150000000,15
132,3,1,16.03566,108.17845,4000000000,16
85,0,0,16.05685,108.24449,6200000000,9
140,4,4,16.05676,108.16851,3000000000,15
58,2,2,16.05577,108.23296,3900000000,16
82,2,1,16.04234,108.2074,6300000000,16
85,2,2,16.06435,108.15232,3980000000,16
100,0,0,15.97919,108.27257,1600000000,9
138,0,0,16.03163,108.22407,15000000000,9
35,2,2,16.05962,108.20926,1750000000,15
150,0,0,16.05192,108.16724,1900000000,7
50,4,3,16.06009,108.18561,2900000000,15
35,3,3,16.0597,108.21212,2650000000,15
100,1,1,16.08412,108.16158,8100000000,16
62,2,1,16.03851,108.24755,3000000000,0
55,2,2,15.98635,108.25687,1500000000,0
62,2,1,16.03851,108.24755,3300000000,0
105,0,0,16.03889,108.24683,11600000000,16
120,3,3,16.06546,108.18288,12000000000,16
70,3,2,16.07422,108.13483,1850000000,16
151,0,0,16.04334,108.2075,12500000000,16
72,2,2,15.99392,108.25497,2000000000,0
74,0,0,16.09023,108.24266,2350000000,9
40,2,2,16.06964,108.20322,2250000000,15
60,0,0,16.08591,108.23199,3200000000,9
92,2,1,16.05561,108.2387,7700000000,16
45,1,1,16.08423,108.24587,4000000,0
85,0,0,16.02974,108.242,2900000000,9
75,3,2,16.07687,108.22035,3450000000,15
135,0,0,16.05126,108.23987,16200000000,16
100,2,1,16.08346,108.2358,4950000000,16
150,0,0,16.05192,108.16724,2900000000,7
90,0,0,16.04355,108.23758,5900000000,16
63,0,0,16.05067,108.15756,1750000000,9
50,3,3,16.07178,108.21315,4050000000,15
144,4,4,16.08328,108.22888,10185000000,16
80,2,2,16.03851,108.24755,3000000000,0
50,3,2,16.07245,108.19466,2850000000,15
90,0,0,16.04892,108.24906,1980000000,7
97,3,4,16.02532,108.2132,6280000000,16
90,3,3,16.06947,108.20991,5400000000,16
95,0,0,16.03482,108.21017,8300000000,16
73,0,0,16.04305,108.21268,6700000000,9
45,3,2,16.05823,108.21715,2350000000,15
32,1,1,16.0608,108.20521,910000000,0
119,0,0,16.03734,108.22095,10300000000,9
63,3,2,16.03406,108.17856,3150000000,15
105,3,3,16.03851,108.24755,3000000000,0
80,0,0,16.05451,108.20975,10800000000,16
120,5,4,16.03346,108.23031,13500000000,14
100,0,0,16.0606,108.18981,10500000000,16
84,0,0,16.05885,108.18323,2600000000,9
81,0,0,16.05685,108.24449,9500000000,16
113,0,0,16.03889,108.24683,8700000000,9
100,3,3,16.00641,108.23998,5950000000,16
90,0,0,16.05192,108.16724,2000000000,7
45,4,3,16.06352,108.20856,3350000000,16
100,0,0,15.98635,108.25687,650000000,7
54,2,2,16.07178,108.21315,2980000000,15
120,0,0,16.1061,108.13558,4500000000,9
18,2,1,16.05823,108.21715,1370000000,16
75,0,0,16.02983,108.25417,1100000000,9
100,3,2,16.01217,108.22218,12000000,16
40,2,2,16.05173,108.22054,1900000000,15
125,0,0,16.07457,108.18217,10500000000,9
100,1,1,15.99388,108.23889,1450000000,15
100,0,0,15.99582,108.26936,3500000000,9
115,7,4,16.05451,108.20975,10800000000,16
26,2,2,16.07567,108.2178,1800000000,15
74,2,2,16.06606,108.18659,3600000000,15
75,3,3,16.0606,108.18981,4100000000,15
66,3,3,16.07728,108.22003,8800000000,16
75,3,1,16.06688,108.1799,2300000000,15
100,2,2,16.01533,108.22171,3600000000,16
165,0,0,15.97285,108.2425,1250000000,9
120,3,3,16.08042,108.14686,2300000000,15
126,4,4,16.05991,108.2237,10000000000,16
130,0,0,16.03686,108.21903,14300000000,16
80,2,2,16.03851,108.24755,4117000000,0
79,0,0,16.06627,108.20857,2700000000,9
62,2,2,16.08526,108.21779,5050000000,16
128,3,2,16.08562,108.21912,19000000000,16
90,3,2,16.0252,108.21356,4500000000,16
110,0,0,16.04637,108.24607,1912000000,9
58,2,2,16.03406,108.17856,2150000000,15
105,0,0,16.05067,108.15756,1650000000,9
62,2,1,16.03851,108.24755,3500000000,0
85,0,0,15.97285,108.2425,1150000000,9
189,0,0,16.06026,108.243,15000000000,16
76,0,0,16.07468,108.1763,4500000000,16
58,3,2,16.07557,108.17608,3850000000,16
67,0,0,16.05411,108.23483,4500000000,16
100,0,0,16.04355,108.23758,1800000000,9
80,0,0,16.08184,108.23081,5900000000,9
62,2,1,16.05827,108.174,1900000000,15
180,0,0,16.03889,108.24683,8900000000,16
52,2,2,16.05903,108.1873,3800000000,15
144,4,4,16.09579,108.22874,11231000000,16
100,3,2,16.0252,108.21356,4800000000,16
57,4,2,16.07356,108.22082,3830000000,15
33,2,1,16.05762,108.23751,600000000,0
100,4,4,16.05411,108.23483,6000000000,16
58,2,2,16.05504,108.23528,3900000000,16
120,0,0,16.03734,108.22095,10500000000,16
144,3,4,16.08328,108.22888,10200000000,16
83,2,1,16.04826,108.18508,2500000000,15
66,0,0,16.05067,108.15756,1650000000,9
120,4,6,16.03234,108.23186,7200000000,16
80,3,3,16.10909,108.13038,500000000,0
52,3,2,16.04673,108.24238,4800000000,16
77,0,0,16.06627,108.20857,3000000000,9
43,3,3,16.05962,108.20926,3190000000,15
80,0,0,15.98728,108.26717,1400000000,9
53,3,3,16.05448,108.18343,3250000000,16
75,0,0,16.07875,108.16616,4000000000,16
94,0,0,16.07422,108.13483,2400000000,9
52,3,2,16.04673,108.24238,5390000000,16
98,0,0,16.08574,108.22963,8800000000,9
80,4,3,16.02106,108.21513,5500000000,16
150,0,0,15.99582,108.26936,3000000000,9
59,2,2,16.10909,108.13038,1500000000,0
115,1,1,16.06454,108.17507,2080000000,15
87,2,1,16.08042,108.14686,2380000000,15
57,2,2,16.05827,108.174,2250000000,15
100,0,0,16.06228,108.237,6500000000,16
70,0,0,16.05448,108.18343,2900000000,9
33,2,2,16.06627,108.20857,2300000000,15
90,0,0,16.0366,108.21528,6100000000,16
65,0,0,16.05995,108.2118,6200000000,16
100,0,0,15.98967,108.26234,3100000000,7
60,2,2,16.03113,108.226,4950000000,16
62,1,2,16.03851,108.24755,650000000,3
45,4,3,16.05448,108.18343,4100000000,16
32,1,1,16.04335,108.22148,1520000000,15
99,0,0,16.05455,108.22118,13500000000,16
96,3,3,16.06454,108.17507,2550000000,15
51,3,2,16.05823,108.21715,3150000000,15
71,1,2,16.08024,108.22089,2190000000,0
150,5,6,16.03277,108.22202,11450000000,16
52,4,3,16.06593,108.19247,4200000000,16
112,2,2,16.06688,108.1799,2300000000,15
144,5,4,16.08328,108.22888,10180000000,16
45,3,3,16.05441,108.2118,3500000000,16
162,4,5,16.09579,108.22874,13500000000,16
46,3,3,16.06756,108.20497,3500000000,15
83,2,2,16.03851,108.24755,3700000000,0
110,0,0,16.0692,108.23681,14000000000,16
75,2,0,16.08042,108.14686,1550000000,9
110,0,0,16.02201,108.20055,7500000000,16
112,3,2,16.04344,108.17397,3300000000,16
105,2,2,16.03851,108.24755,2000000000,0
72,4,4,16.08503,108.14319,2000000000,15
90,0,0,16.09278,108.23246,7200000000,16
102,2,2,15.99582,108.26936,4500000000,16
75,3,3,16.07338,108.16824,5600000000,16
56,3,3,16.05271,108.24025,5300000000,16
75,4,4,16.07896,108.16584,4700000000,16
39,0,0,16.06702,108.20747,1600000000,9
85,0,0,16.0597,108.21212,11000000000,16
50,3,2,16.05448,108.18343,3150000000,15
110,0,0,16.05104,108.17479,4000000000,16
82,2,2,16.03851,108.24755,4600000000,0
61,2,2,16.06746,108.19719,2580000000,15
82,2,2,16.03851,108.24755,4150000000,0
140,4,4,16.08346,108.2358,5200000000,16
60,3,2,16.03113,108.226,4950000000,16
95,0,0,16.06387,108.18914,2300000000,9
41,3,3,16.05173,108.22054,2850000000,15
100,0,0,15.99582,108.26936,1500000000,7
35,2,2,16.07371,108.21071,2000000000,15
100,2,1,16.04355,108.23758,5500000000,16
179,0,0,16.0423,108.24603,11000000000,16
188,4,4,16.05679,108.21799,26000000000,16
52,4,3,16.07243,108.20271,4200000000,15
81,3,3,16.03834,108.21744,7900000000,16
55,3,3,16.04331,108.2073,4450000000,15
60,3,3,16.07687,108.22035,4380000000,15
51,3,1,16.0606,108.18981,2590000000,15
84,4,4,16.02051,108.21143,2780000000,16
100,0,0,15.97285,108.2425,2500000000,9
76,0,0,16.06838,108.19679,1950000000,9
62,1,1,16.03851,108.24755,66000000,0
82,2,2,16.03851,108.24755,839000000,0
