link,price,area,room,toilet,address
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-ngang-gan-5m-duong-10m5-nguyen-tri-phuong-hai-chau-id21853377,10 tỷ 500 triệu,71 m2,3 PN,3 WC,"Nguyễn Tri Phương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-duong-nguyen-nho-tuy-khue-trung-cam-le-gan-duong-thanh-thai-id21846241,4 tỷ 300 triệu,75 m2,2 PN,2 WC,"Nguyễn Nho Túy, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-gap-nha-mat-tien-duong-10-5m-ho-nghinh-cach-bien-my-khe-100m-id21842412,17 tỷ,115 m2,3 PN,2 WC,"Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-2-tang-kep-kiet-ngang-9m-duong-ngo-quyen-doi-dien-muong-thanh-id21842395,14 tỷ,140 m2,3 PN,2 WC,"Ngô Quyền, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-dep-mat-tien-duong-thach-lam-sat-nguyen-van-thoai-bien-my-khe-id21836556,6 tỷ 600 triệu,81 m2,2 PN,1 WC,"Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-dat-tho-cu/ban-lo-dat-sach-dep-mat-tien-duong-7m5-ly-trien-an-khe-thanh-khe-id21816150,5 tỷ 990 triệu,100 m2,0 PN,0 WC,"Lý Triện, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/ban-re-lo-dat-97-5m2-mat-tien-duong-7-5m-pham-phu-tiet-vi-tri-dep-id21815892,6 tỷ 500 triệu,98 m2,0 PN,0 WC,"Phạm Phú Tiết, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/ban-lo-dat-dep-160m2-goc-2-mat-tien-duong-10-5m-dinh-chau-quan-cam-le-id21807503,8 tỷ,160 m2,0 PN,0 WC,"Thăng Long, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-duong-tran-van-dang-khue-trung-cam-le-dt-75m2-gia-chi-4-2-ty-id21761024,4 tỷ 200 triệu,75 m2,3 PN,2 WC,"Trần Văn Đang, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-5-tang-mat-pho-kinh-doanh-sam-uat-trieu-nu-vuong-quan-hai-chau-id21797134,19 tỷ 500 triệu,113 m2,11 PN,12 WC,"Triệu Nữ Vương, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-dat-tho-cu/ban-lo-dat-dep-91m2-duong-7m5-ly-trien-thanh-khe-da-nang-id21729715,6 tỷ 100 triệu,91 m2,0 PN,0 WC,"Lý Triện, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-duong-pham-tu-gan-cho-thich-hop-kinh-doanh-id21590976,7 tỷ,108 m2,4 PN,4 WC,"Phạm Tứ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-biet-thu-lien-ke/ban-biet-thu-thang-long-view-song-co-ho-boi-full-noi-that-cuc-dep-id21595162,20 tỷ,150 m2,4 PN,7 WC,"Thăng Long, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/nha-5-tang-mat-tien-ton-that-dam-gan-bien-nguyen-tat-thanh-gia-tot-id21502169,14 tỷ,90 m2,8 PN,8 WC,"Tôn Thất Đạm, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/ban-dat-5x20-duong-lon-le-dai-hanh-hoa-phat-cam-le-gia-chi-7-5-ty-id21870798,7 tỷ 500 triệu,100 m2,0 PN,0 WC,"Lê Đại Hành, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-lo-dat-vi-tri-dep-mat-tien-ngo-quyen-dt-95m2-gia-chi-10-5-ty-id21497834,10 tỷ 500 triệu,95 m2,0 PN,0 WC,"Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/ban-cap-dat-200m2-duong-le-dai-hanh-gan-nguyen-phuoc-tan-cam-le-id21870717,14 tỷ 700 triệu,200 m2,0 PN,0 WC,"Lê Đại Hành, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-dep-4-tang-duong-7m5-y-lan-nguyen-phi-hoa-cuong-bac-90m2-id21852385,9 tỷ 100 triệu,90 m2,4 PN,4 WC,"Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-toa-can-ho-duong-an-thuong-6-pho-di-bo-an-thuong-co-thang-may-id21855268,13 tỷ 200 triệu,68 m2,8 PN,8 WC,"An Thượng 6, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/144m2-ban-nha-ngang-6m-an-hai-bac-son-tra-gan-cau-song-han-id21845949,7 tỷ,144 m2,10 PN,10 WC,"An Hải 6, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-dat-ngang-5m-mt-duong-an-thuong-14-ngay-khu-pho-tay-gia-chi-4-6-ty-id21807542,4 tỷ 600 triệu,52 m2,2 PN,1 WC,"An Thượng 14, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-can-ho-4-tang-9-phong-duong-nguyen-van-thoai-phuoc-my-son-tra-id21768096,10 tỷ 500 triệu,92 m2,9 PN,10 WC,"Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-pho-duong-pham-ngoc-thach-thuan-phuoc-hai-chau-77m2-3-tang-id21685472,9 tỷ 200 triệu,78 m2,4 PN,3 WC,"Phạm Ngọc Thạch, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-2-5-tang-tran-phu-doi-lung-bach-dang-hai-chau-trung-tam-tp-id21645493,17 tỷ,93 m2,3 PN,3 WC,"Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-2-tang-duong-ho-nguyen-trung-hoa-cuong-nam-quan-hai-chau-id21621950,7 tỷ,90 m2,6 PN,6 WC,"Hồ Nguyên Trừng, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-gap-nha-2-tang-mat-tien-duong-chu-manh-trinh-khue-trung-cam-le-id21602388,5 tỷ 250 triệu,74 m2,3 PN,2 WC,"Nguyễn Phong Sắc, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-cap-4-kiet-6m-duong-thi-sach-quan-hai-chau-gan-san-bay-5-17-id21579708,4 tỷ 500 triệu,85 m2,2 PN,2 WC,"Thi Sách, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-2-tang-duong-be-van-dan-song-song-voi-dien-bien-phu-gia-8-3-ty-id21570540,8 tỷ 300 triệu,80 m2,3 PN,3 WC,"Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-duong-7-5m-thai-thi-boi-thanh-khe-tien-kd-id21562496,10 tỷ,80 m2,3 PN,3 WC,"Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-3-tang-mt-duong-phuoc-truong-14-quan-son-tra-da-nang-gan-bien-id21553715,7 tỷ 500 triệu,90 m2,3 PN,3 WC,"Phước Trường 14, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-3-tang-vua-o-vua-kinh-doanh-duong-duong-quang-ham-hai-chau-id21504311,5 tỷ 500 triệu,90 m2,3 PN,3 WC,"Dương Quảng Hàm, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/nha-4-tang-mat-tien-duong-ha-huy-tap-q-thanh-khe-gia-re-chi-10-5-ty-id21494475,10 tỷ 500 triệu,98 m2,8 PN,8 WC,"Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-lo-doi-162m2-ngang-9m-mt-duong-binh-an-5-hoa-cuong-bac-id21819319,11 tỷ,162 m2,3 PN,2 WC,"Bình An 3, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-4-tang-dep-duong-7m5-pham-phu-tiet-doi-lung-nguyen-huu-tho-id21813567,8 tỷ 200 triệu,98 m2,4 PN,5 WC,"Phạm Phú Tiết, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-toa-can-ho-5-tang-goc-2-mat-tien-duong-an-my-3-an-hai-tay-son-tra-id21804910,11 tỷ 900 triệu,69 m2,9 PN,10 WC,"An Mỹ, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-2-tang-duong-nguyen-cong-hang-thanh-khe-doi-dien-cong-vien-id21797145,7 tỷ 900 triệu,100 m2,3 PN,2 WC,"Nguyễn Công Hãng, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-ngang-11m-duong-cach-mang-thang-8-sat-goc-voi-do-thuc-thinh-id21782240,9 tỷ,89 m2,3 PN,3 WC,"Cách Mạng Tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-biet-thu-thang-long-view-song-co-ho-boi-full-noi-that-cuc-dep-id21774965,20 tỷ,150 m2,5 PN,4 WC,"Thăng Long, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-duong-nguyen-xuan-on-hoa-cuong-bac-hai-chau-dt-92m2-gia-7-2-ty-id21760965,7 tỷ 200 triệu,92 m2,2 PN,1 WC,"Nguyễn Xuân Ôn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-dat-tang-nha-cap-4-duong-huynh-ly-thuan-phuoc-hai-chau-gia-re-id21754380,4 tỷ 140 triệu,56 m2,2 PN,1 WC,"Huỳnh Lý, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-goc-2-mat-tien-4-tang-dep-full-noi-that-duong-7m5-ly-trien-id21728922,7 tỷ 500 triệu,50 m2,4 PN,4 WC,"Lý Triện, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-duong-ho-bieu-chanh-hai-chau-gan-benh-vien-mat-dt-70m2-id21731870,5 tỷ 300 triệu,70 m2,2 PN,2 WC,"Hồ Biểu Chánh, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-217m2-duong-nguyen-duc-trung-thanh-khe-da-nang-10x20m-id21711328,10 tỷ,217 m2,3 PN,3 WC,"Nguyễn Đức Trung, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-kinh-doanh-dien-bien-phu-thanh-khe-da-nang-id21696263,11 tỷ 700 triệu,68 m2,3 PN,3 WC,"Điện Biên Phủ, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-nga-6-le-dinh-ly-hoa-thuan-tay-quan-hai-chau-id21607954,18 tỷ,69 m2,4 PN,4 WC,"Lê Đình Lý, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-noi-that-cao-cap-duong-luu-trong-lu-gan-thang-long-id21486115,6 tỷ 500 triệu,70 m2,3 PN,3 WC,"Nguyễn Bình, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/can-ban-nhanh-nha-2-tang-duong-dang-van-ngu-phuong-khue-trung-cam-le-id21589202,7 tỷ 150 triệu,80 m2,3 PN,2 WC,"Đặng Văn Ngữ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-3-tang-mat-tien-dien-bien-phu-quan-thanh-khe-vi-tri-dep-id21592759,16 tỷ,85 m2,3 PN,3 WC,"Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/chu-gui-ban-gap-nha-mat-tien-ngang-5m-duong-nguyen-pham-gia-5-3-ty-id21486048,5 tỷ 300 triệu,82 m2,2 PN,2 WC,"Nguyễn Phẩm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-4-tang-mt-duong-nui-thanh-gan-duong-30-4-id21486032,9 tỷ 450 triệu,69 m2,4 PN,4 WC,"Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-2-tang-duong-an-trung-8-son-tra-lo-goc-sat-cau-tran-thi-ly-id21834041,4 tỷ 400 triệu,58 m2,2 PN,2 WC,"An Trung 3, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-khach-san-5-tang-141m2-duong-cach-mang-thang-8-khue-trung-cam-le-id21818977,15 tỷ 500 triệu,142 m2,20 PN,21 WC,"Cách Mạng Tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/cuc-hot-ban-nha-4-tang-mt-nguyen-huu-dat-hai-chau-dn-dang-cho-thue-id21466936,12 tỷ 500 triệu,156 m2,11 PN,11 WC,"Nguyễn Hữu Dật, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-toa-can-ho-6-tang-mat-tien-an-cu-4-gan-bien-pham-van-dong-gia-re-id21813303,8 tỷ 300 triệu,68 m2,8 PN,9 WC,"An Cư 4, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-lo-doi-250m2-duong-bien-nguyen-tat-thanh-thanh-khe-vi-tri-dep-id21810245,30 tỷ,250 m2,3 PN,3 WC,"Nguyễn Tất Thành, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-toa-can-ho-6-tang-mat-tien-an-cu-4-gan-bien-pham-van-dong-gia-re-id21797157,8 tỷ 700 triệu,68 m2,8 PN,9 WC,"An Cư 4, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-dep-duong-huynh-ly-phuong-thuan-phuoc-quan-hai-chau-id21754332,5 tỷ 400 triệu,56 m2,3 PN,4 WC,"Huỳnh Lý, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-2-mat-tien-duong-ky-dong-thanh-khe-dt-103m2-gia-9-ty-id21749040,9 tỷ,103 m2,2 PN,2 WC,"Kỳ Đồng, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/giam-manh-lo-dat-mat-tien-duong-7-5m-nguyen-cu-trinh-hoa-cuong-bac-id21907399,4 tỷ 800 triệu,80 m2,0 PN,0 WC,"Nguyễn Cư Trinh, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-4-tang-6-can-ho-cho-thue-mt-duong-mac-thi-buoi-hoa-cuong-nam-id21623457,7 tỷ 250 triệu,86 m2,6 PN,6 WC,"Mạc Thị Bưởi, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-2-tang-duong-7m5-nguyen-van-bong-khue-trung-gan-cho-cam-le-id21553714,5 tỷ 200 triệu,100 m2,4 PN,4 WC,"Phạm Tứ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-mat-tien-ha-thi-than-ngang-9m-dang-cho-thue-12tr-thang-id21562587,8 tỷ 500 triệu,84 m2,2 PN,2 WC,"Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-4-tang-2-mt-duong-7m5-nguyen-xuan-huu-quan-cam-le-gia-re-id21551791,4 tỷ 650 triệu,85 m2,3 PN,3 WC,"Ông Ích Đường, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-2-tang-mt-duong-nguyen-tri-phuong-hai-chau-gan-trung-nu-vuong-id21551780,10 tỷ 600 triệu,106 m2,2 PN,2 WC,"Nguyễn Tri Phương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-3-tang-dep-mat-tien-dien-bien-phu-gia-re-dt-120m2-id21498300,12 tỷ,120 m2,3 PN,3 WC,"Điện Biên Phủ, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-3-tang-dep-kiet-o-to-duong-nguyen-du-da-nang-gia-chi-5-9-ty-id21491910,5 tỷ 900 triệu,65 m2,5 PN,4 WC,"Nguyễn Du, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mat-tien-kinh-doanh-nguyen-tri-phuong-da-nang-gan-le-dinh-ly-id21487928,10 tỷ 800 triệu,80 m2,3 PN,3 WC,"Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-3-tang-duong-7m5-pham-phu-tiet-doi-lung-nguyen-huu-tho-id21754368,8 tỷ 100 triệu,96 m2,4 PN,3 WC,"Phạm Phú Tiết, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-2-tang-3pn-noi-that-hien-dai-mt-duong-luu-trong-lu-hai-chau-id21486110,5 tỷ 200 triệu,70 m2,3 PN,3 WC,"Nguyễn Bình, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-ngang-7m-mt-duong-pham-van-bach-hai-chau-dn-113m2-id21483629,7 tỷ 900 triệu,113 m2,6 PN,6 WC,"Phạm Văn Bạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-3-me-mat-tien-duong-7m5-cam-bac-2-hoa-tho-dong-cam-le-id21761197,5 tỷ 300 triệu,80 m2,4 PN,4 WC,"Cẩm Bắc 2, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-lo-dat-3-mat-tien-duong-hoang-thuc-tram-hai-chau-dn-dt-8-18-id21479329,10 tỷ 700 triệu,144 m2,0 PN,0 WC,"Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/127m2-ban-lo-dat-goc-2-mat-tien-duong-nguyen-van-thoai-gan-bien-id21699537,30 tỷ,127 m2,0 PN,0 WC,"Nguyễn Văn Thoại, Bắc Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-dep-4-tang-duong-7m5-y-lan-nguyen-phi-hai-chau-id21794297,9 tỷ 100 triệu,90 m2,4 PN,4 WC,"Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-2-tang-lo-goc-2-mt-duong-nguyen-binh-khiem-son-tra-dn-gia-re-id21505910,5 tỷ 800 triệu,66 m2,3 PN,2 WC,"Nguyễn Bỉnh Khiêm, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-gap-nha-3-tang-mat-tien-duong-thanh-duyen-thanh-binh-hai-chau-id21803836,7 tỷ 300 triệu,70 m2,4 PN,4 WC,"Thanh Duyên, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-2-tang-duong-nguyen-bieu-thanh-khe-da-nang-gia-re-chi-5-5-ty-id21497799,5 tỷ 500 triệu,81 m2,3 PN,2 WC,"Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-dep-duong-10-5m-huynh-ngoc-hue-thanh-khe-da-nang-id21902719,10 tỷ 500 triệu,102 m2,3 PN,3 WC,"Huỳnh Ngọc Huệ, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/ban-nha-pho-kinh-doanh-mat-tien-5-4m-duong-le-duan-gan-hoang-hoa-tham-id21867965,21 tỷ,59 m2,2 PN,2 WC,"Lê Duẩn, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-3-tang-duong-10m5-xuan-dieu-p-thuan-phuoc-q-hai-chau-id21797217,7 tỷ 800 triệu,56 m2,3 PN,2 WC,"Xuân Diệu, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-khach-san-5-tang-mat-tien-duong-thai-phien-hai-chau-da-nang-id21797201,20 tỷ,78 m2,12 PN,13 WC,"Thái Phiên, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/giam-gia-kich-san-ban-nha-3-tang-duong-chu-manh-trinh-da-nang-id21903771,5 tỷ 100 triệu,73 m2,4 PN,3 WC,"Tố Hữu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-2-tang-dep-duong-7-5m-nguyen-dang-dao-ngay-gan-phan-dang-luu-id21754371,10 tỷ 200 triệu,121 m2,3 PN,3 WC,"Nguyễn Đăng Đạo, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-kiet-6m-ngang-5m-duong-thi-sach-hoa-thuan-tay-quan-hai-chau-id21479324,4 tỷ 500 triệu,85 m2,2 PN,2 WC,"Thi Sách, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-dien-tich-255m2-ngang-11m-duong-le-huu-trac-son-trakiet-6m-id21809796,14 tỷ 500 triệu,255 m2,4 PN,2 WC,"Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-huynh-man-dat-gan-cho-nguyen-tri-phuong-id21486068,6 tỷ 300 triệu,72 m2,0 PN,0 WC,"Huỳnh Mẫn Đạt, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-gap-nha-3-tang-mt-nguyen-huu-tho-gan-trung-nu-vuong-id21629708,14 tỷ 600 triệu,90 m2,5 PN,3 WC,"Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ban-nha-3-tang-dep-duong-15m-nguyen-phuoc-tan-cam-le-da-nang-gia-re-id21536686,7 tỷ 600 triệu,108 m2,3 PN,2 WC,"Nguyễn Phước Tần, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/ban-nha-dep-duong-tan-an-2-hoa-cuong-bac-hai-chau-gan-vinmec-id21729761,5 tỷ 900 triệu,74 m2,3 PN,3 WC,"Tân An 2, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"
