link,price,area,room,toilet,address
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/can-ban-nha-4-tang-duong-ly-thai-tong-thanh-pho-da-nang-id21724768,9 tỷ 200 triệu,100 m2,5 PN,5 WC,"Lý Thái Tông, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-lien-chieu/mua-dat-tho-cu/can-ban-gap-lo-dat-hoa-minh-19-p-hoa-minh-q-lien-chieu-da-nang-id21728680,3 tỷ 150 triệu,75 m2,0 PN,0 WC,"Hòa Minh 20, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/can-ban-lo-dat-2-mat-tien-nguyen-dinh-va-phuoc-truong-17-q-son-tra-id21727132,8 tỷ 600 triệu,106 m2,0 PN,0 WC,"Phước Trường 15, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-lien-chieu/mua-dat-tho-cu/can-ban-gap-lo-dat-nguyen-minh-khong-p-hoa-minh-q-lien-chieu-da-nang-id21730473,2 tỷ 900 triệu,125 m2,0 PN,0 WC,"Nguyễn Minh Không, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/can-ban-gap-lo-dat-nguyen-thien-ke-q-son-tra-da-nang-id21730585,9 tỷ 500 triệu,155 m2,0 PN,0 WC,"Nguyễn Thiện Kế, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/can-ban-gap-nha-cap-4-me-lung-vu-quynh-q-thanh-khe-da-nang-id21731355,3 tỷ 850 triệu,75 m2,3 PN,2 WC,"Vũ Quỳnh, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/can-ban-gap-nha-3-tang-le-dinh-tham-q-hai-chau-da-nang-id21734038,8 tỷ 650 triệu,54 m2,4 PN,3 WC,"Lê Đình Thám, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-lien-chieu/mua-can-ho-chung-cu/can-ban-nha-2-tang-kinh-duong-vuong-p-hoa-minh-q-lien-chieu-da-nang-id21734293,6 tỷ 750 triệu,85 m2,2 PN,2 WC,"Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/can-ban-nha-5-tang-2-mat-tien-phu-xuan-2-va-ha-hoi-p-hoa-minh-dn-id21737320,8 tỷ 900 triệu,120 m2,18 PN,18 WC,"Phú Xuân 2, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-biet-thu-lien-ke/can-ban-biet-thu-duong-thang-long-q-hai-chau-da-nang-id21737946,20 tỷ,150 m2,4 PN,4 WC,"Thăng Long, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/can-ban-biet-thu-5-tang-co-thang-may-duong-thang-long-q-hai-chau-id21738792,23 tỷ,150 m2,6 PN,6 WC,"Thăng Long, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/can-ban-lo-dat-2-mat-tien-pham-hung-va-nguyen-huy-oanh-q-cam-le-da-n-id21741317,10 tỷ 800 triệu,134 m2,0 PN,0 WC,"Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-lien-chieu/mua-dat-tho-cu/can-ban-gap-lo-dat-phu-xuan-6-p-hoa-minh-q-lien-chieu-da-nang-id21742222,3 tỷ 500 triệu,75 m2,0 PN,0 WC,"Phú Xuân 6, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-dat-tho-cu/can-ban-gap-lo-dat-duong-3-2-q-hai-chau-da-nang-id21732195,15 tỷ 500 triệu,125 m2,0 PN,0 WC,"Đường 3 Tháng 2, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/huyen-hoa-vang/mua-dat-nen-du-an/chu-can-tien-ban-gap-lo-duong-33-tran-phu-dien-hoa-gia-cuc-tot-24xx-id21740611,2 tỷ 400 triệu,150 m2,0 PN,0 WC,"Quốc Lộ 1A, Xã Hòa Phước, Huyện Hoà Vang, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/ket-ngan-hang-can-ban-gap-nha-tam-huyet-2-tang-mat-tien-7m5-cam-le-id21705790,5 tỷ 750 triệu,105 m2,3 PN,2 WC,"Mẹ Thứ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-nha-hem-ngo/ba-n-nha-mo-i-xay-kien-co-ngu-ha-nh-son-da-na-ng-ket-tien-ban-gap-id21699038,2 tỷ 760 triệu,115 m2,3 PN,3 WC,"Bình Kỳ, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-2-tang-kiet-o-to-ho-a-ha-i-ngu-ha-nh-son-da-na-ng-id21711531,3 tỷ 800 triệu,130 m2,3 PN,1 WC,"Nguyễn Duy Trinh, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/the-sang-residence-can-ho-bien-cao-cap-so-huu-lau-dai-ho-tro-vay-70-id21739745,3 tỷ 700 triệu,82 m2,2 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/so-huu-can-ho-bien-trung-tam-du-lich-da-nang-id21739715,2 tỷ 400 triệu,82 m2,2 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/tien-ich-noi-khu-trai-nghiem-can-ho-bien-tien-ich-id21739804,4 tỷ 500 triệu,105 m2,3 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/can-ho-view-bien-hot-nhat-da-nang-so-huu-lau-dai-id21723028,4 tỷ 565 triệu,83 m2,2 PN,2 WC,"Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-tieu-la-o-to-dang-o-con-moi-62mx3t-ngang-dep-6-5m-3-75-ty-id21737502,3 tỷ 750 triệu,62 m2,4 PN,3 WC,"Tiểu La, Phường Hải Châu, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-mat-tien-pho/sap-ham-cat-lo-500tr-ban-dat-do-doc-tuyet-da-nang-tang-nha-2-tang-id21735769,3 tỷ 600 triệu,100 m2,3 PN,3 WC,"Đô Đốc Tuyết, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-rieng-tieu-la-quan-hai-chau-60m2-kiet-o-to-chi-3-75-ty-id21735490,3 tỷ 750 triệu,60 m2,5 PN,3 WC,"Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/hiem-logoc-2-mt-lam-hoanh-ngang-10m-170m2-nhinh-11-ty-id21693067,12 tỷ,170 m2,0 PN,0 WC,"Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-nha-2-mat-tien-khu-nguyen-van-thoai-dt-165m2-11-ty-id21693749,11 tỷ,165 m2,0 PN,0 WC,"Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/hiem-logoc-2-mt-lam-hoanh-ngang-10m-170m2-gia-nhinh-11-ty-id21693740,11 tỷ,165 m2,0 PN,0 WC,"Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-lien-chieu/mua-nha-mat-tien-pho/nha-dep-bui-chat-75m2-kiet-oto-noi-that-vip-chi-3-ty-05-id21720470,3 tỷ 50 triệu,75 m2,3 PN,3 WC,"Bùi Chát, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-hem-ngo/ban-nha-3-tang-dong-da-hai-chau-65m2-o-to-de-trong-nha-id21733447,4 tỷ 800 triệu,65 m2,3 PN,3 WC,"Đống Đa, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-hem-ngo/chin-chu-can-ban-gap-nha-ket-tran-cao-van-thanh-khe-tay-70-m2-2-5-ty-id21733451,2 tỷ 500 triệu,71 m2,3 PN,2 WC,"Trần Cao Vân, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-duong-noi-bo/combo-o-kd-dau-tu-trung-tam-da-nang-3-tang-lg-id21734089,5 tỷ 200 triệu,70 m2,5 PN,5 WC,"Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-duong-noi-bo/ban-dat-tang-nha-vi-tri-trung-tam-cuc-re-30tr-m2-id21734102,3 tỷ 400 triệu,95 m2,2 PN,2 WC,"Phạm Văn Nghị, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/moi-xay-dac-dia-son-tra-ha-chao-200tr-chi-con-3ty-id21734111,3 tỷ 200 triệu,60 m2,3 PN,3 WC,"An Hải 10, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/gap-gap-chu-vo-no-can-ban-cat-lo-200tr-ban-gap-trong-tuan-lh-ngay-id21681062,2 tỷ 50 triệu,122 m2,0 PN,0 WC,"Nam Kỳ Khởi Nghĩa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/chu-dat-choi-bitcoin-thua-lo-cat-lo-200tr-ban-dat-nguyen-co-trach-id21706795,6 tỷ 875 triệu,125 m2,0 PN,0 WC,"Nguyễn Cơ Thạch, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/gap-can-ban-nha-hoa-hai-dau-duong-mai-dang-chon-gan-cho-non-nuoc-id21661877,5 tỷ 200 triệu,110 m2,4 PN,4 WC,"Mai Đăng Chơn, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-lien-chieu/mua-dat-tho-cu/dat-hoang-van-thai-nong-hoi-vua-tach-thua-1ty65-id21671239,1 tỷ 650 triệu,70 m2,0 PN,0 WC,"Hoàng Văn Thái, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/dat-nhon-hoa-17-trung-tam-hoa-an-cam-le-gia-tot-nhat-khu-vuc-id21677417,3 tỷ,93 m2,0 PN,0 WC,"Nhơn Hoà 17, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-lien-chieu/mua-dat-tho-cu/ban-lo-dat-mt-tran-quy-khoach-hoa-minh-lien-chieu-id21683506,3 tỷ 300 triệu,85 m2,0 PN,0 WC,"Trần Quý Khoách, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/hot-hot-ban-dat-2-mat-tien-truong-chinh-tang-nha-2me-id21698643,7 tỷ 490 triệu,110 m2,0 PN,0 WC,"Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/co-ngay-lo-dat-o-hoa-an-cam-le-voi-dt-khung-chi-1ty85-id21701653,1 tỷ 850 triệu,97 m2,0 PN,0 WC,"Trường Chinh, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/con-lo-mat-tien-duy-nhat-nhon-hoa-17-cc-vuong-nhu-a4-id21706352,2 tỷ 790 triệu,100 m2,0 PN,0 WC,"Nhơn Hoà 17, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-hem-ngo/ban-nha-kiet-phan-khoang-kiet-5m-nha-95m2-chi-2ty55-id21706357,2 tỷ 550 triệu,95 m2,2 PN,1 WC,"Phan Khoang, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-dat-tho-cu/ban-lo-mat-tien-nguyen-thi-thap-ben-canh-kinh-duong-vuong-id21705868,3 tỷ 820 triệu,80 m2,0 PN,0 WC,"Nguyễn Thị Thập, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-lien-chieu/mua-dat-tho-cu/ban-lo-dat-mat-tien-nam-cao-trung-tam-lien-chieu-id21716173,3 tỷ 850 triệu,76 m2,0 PN,0 WC,"Nam Cao, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"
https://mogi.vn/quan-lien-chieu/mua-dat-tho-cu/ban-dat-kiet-34-au-co-truoc-cho-hoa-khanh-khu-vuc-sam-uat-nhat-l-chieu-id21716180,1 tỷ 900 triệu,80 m2,0 PN,0 WC,"Âu Cơ, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/ban-lo-dat-hoa-an-23-cam-le-vuong-nhu-a4-co-thuong-id21671255,3 tỷ 130 triệu,100 m2,0 PN,0 WC,"Hòa An, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/lo-cap-goc-sieu-dep-dat-so-do-ven-song-ban-dat-dien-ngoc-lh-ngay-id21729874,5 tỷ,200 m2,0 PN,0 WC,"Trần Đại Nghĩa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/dat-bien-son-tra-da-nang-75m2-6-ty-chot-luon-id21665919,6 tỷ 200 triệu,75 m2,0 PN,0 WC,"Trần Thanh Mại, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-cap-4-doi-dien-cong-vien-dat-bien-son-tra-gia-chi-5-5-ty-id21666819,5 tỷ 500 triệu,55 m2,2 PN,1 WC,"An Nhơn, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-an-nhon-10-son-tra-doi-dien-cong-vien-gia-chi-5-5-ty-id21672732,5 tỷ 500 triệu,55 m2,2 PN,1 WC,"An Nhơn, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-bien-son-tra-doi-dien-cong-vien-vao-o-luon-id21672866,5 tỷ 500 triệu,55 m2,2 PN,1 WC,"An Nhơn, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-4-tang-mt-duong-dinh-nghe-quan-son-tra-ngay-nga-tu-phan-boi-id21683974,16 tỷ,100 m2,4 PN,3 WC,"Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-nhanh-lo-dat-vang-le-huu-trac-an-hai-dong-hon-90m2-gia-chi-4-6-ty-id21693055,4 tỷ 600 triệu,91 m2,0 PN,0 WC,"Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-dat-tho-cu/ban-nhanh-lo-dat-nguyen-xuan-khoat-ngay-pho-han-phu-hop-kinh-doanh-id21696099,8 tỷ 600 triệu,80 m2,0 PN,0 WC,"Nguyễn Xuân Khoát, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-hem-ngo/nha-3-tang-an-trung-dong-7-canh-hiyori-son-tra-duong-oto-gia-3-82-ty-id21699168,3 tỷ 820 triệu,50 m2,3 PN,2 WC,"An Trung 3, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-2-tang-mt-nguyen-duy-hieu-son-tra-92m2-7-7-ty-id21699283,7 tỷ 700 triệu,92 m2,2 PN,1 WC,"Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-hai-chau/mua-nha-mat-tien-pho/nha-2mt-ly-thuong-kiet-ngang-6-45m-gia-9-5-ty-id21710277,9 tỷ 500 triệu,36 m2,2 PN,2 WC,"Lý Thường Kiệt, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/toi-chinh-chu-ban-nha-cap-4-mt-le-huu-trac-105m2-7-5-ty-id21724653,7 tỷ 500 triệu,105 m2,0 PN,0 WC,"Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-mat-pho-pham-tuan-tai-120m2-7ty8-mt7m-gan-song-han-id21725339,7 tỷ 800 triệu,120 m2,4 PN,4 WC,"Phạm Tuấn Tài, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-son-tra/mua-nha-mat-tien-pho/ban-nha-mat-tien-phan-boi-310m2-gia-chi-nhinh-13-ty-id21712595,13 tỷ,310 m2,3 PN,3 WC,"Phạm Cự Lượng, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-nha-dong-tien-doan-khue-120m2-8ty5-mt5m-song-han-id21722412,8 tỷ 500 triệu,120 m2,6 PN,6 WC,"Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-lien-chieu/mua-duong-noi-bo/chinh-chu-can-ban-nha-tai-hoa-khanh-bac-lien-chieu-da-nang-id21727971,1 tỷ 900 triệu,52 m2,2 PN,1 WC,"Ngô Văn Sở, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/doc-quyen-gio-hang-ban-nha-ban-dat-nguyen-co-trach-da-nang-lh-ngay-id21709071,7 tỷ 300 triệu,247 m2,19 PN,16 WC,"Nguyễn Cơ Thạch, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-nha-mat-tien-pho/ban-gap-dat-nguyen-xien-da-nang-gio-hang-gia-sieu-re-lh-ngay-id21710900,6 tỷ 500 triệu,100 m2,5 PN,5 WC,"Nguyễn Xiển, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/ban-lo-dat-mt-day-tiem-nang-nguyen-cong-trieu-cam-le-100m2-id21662281,2 tỷ 800 triệu,100 m2,0 PN,0 WC,"Nguyễn Công Hoan, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-hem-ngo/nha-lung-duc-truong-chinh-kiet-o-to-chi-nhinh-2ty-id21657045,2 tỷ 220 triệu,58 m2,2 PN,2 WC,"Trường Chinh, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-dat-tho-cu/con-lo-mt-duy-nhat-dinh-thi-van-duong-10m5-mat-tien-hon-10m-id21690523,3 tỷ 650 triệu,58 m2,0 PN,0 WC,"Đặng Đình Vân, Phường An Khê, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-nha-hem-ngo/ban-nha-hem-oto-phan-khoang-hoa-an-cam-le-1ty85-id21671277,1 tỷ 850 triệu,62 m2,1 PN,1 WC,"Phan Khoang, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-thanh-khe/mua-nha-mat-tien-pho/giam-chao-nha-mat-pho-cu-chinh-lan-kinh-doanh-sam-uat-id21662290,5 tỷ 750 triệu,76 m2,3 PN,2 WC,"Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-can-ho-chung-cu/du-an-can-ho-view-bien-my-khe-da-nang-felicia-gia-chi-tu-2-ty-can-id21726160,2 tỷ,30 m2,1 PN,1 WC,"Võ Nguyên Giáp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/sup-ham-lo-mat-tien-gia-chi-2ty890-id21727644,2 tỷ 800 triệu,100 m2,0 PN,0 WC,"Cẩm Bắc 6, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-cam-le/mua-dat-tho-cu/sup-ham-lo-mat-tien-gia-chi-2ty890-id21727609,2 tỷ 890 triệu,100 m2,0 PN,0 WC,"Cẩm Bắc 6, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-dat-ngay-dau-mai-dang-chon-hoa-quy-xe-oto-vao-tan-nha-id21638235,1 tỷ 790 triệu,82 m2,0 PN,0 WC,"Mai Đăng Chơn, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-130m2-kiet-o-to-gan-truong-dai-hoc-y-duoc-da-nang-xay-tro-id21646999,1 tỷ 850 triệu,130 m2,0 PN,0 WC,"Nam Kỳ Khởi Nghĩa, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/dat-kiet-oto-mai-dang-chon-hoa-quy-ngu-hanh-son-tp-da-nang-id21647065,1 tỷ 500 triệu,100 m2,0 PN,0 WC,"Mai Đăng Chơn, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/dat-nen-kdt-ngu-hanh-son-ven-song-thong-bien-vi-tri-tuyet-dep-id21653601,2 tỷ 450 triệu,100 m2,0 PN,0 WC,"Võ Chí Công, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/khu-do-thi-benh-vien-quoc-te-da-nang-doi-dien-cong-id21654375,3 tỷ 300 triệu,140 m2,0 PN,0 WC,"Mai Đăng Chơn, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/khu-do-thi-p-hoa-quy-da-nang-gan-lang-dai-hoc-da-nang-id21654388,2 tỷ 450 triệu,100 m2,0 PN,0 WC,"Nam Kỳ Khởi Nghĩa, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/huyen-hoa-vang/mua-dat-tho-cu/ban-lo-dat-yen-ne-hoa-tien-140m2-id21654409,1 tỷ 350 triệu,140 m2,0 PN,0 WC,"Đường ĐT 605, Xã Hòa Tiến, Huyện Hoà Vang, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/dat-tra-gop-cho-vo-chong-tre-vua-o-vua-xay-tro-cho-thue-gan-fpt-id21654443,1 tỷ 850 triệu,130 m2,0 PN,0 WC,"Nam Kỳ Khởi Nghĩa, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-dat-ngay-dau-mai-dang-chon-hoa-quy-gan-truong-cao-dang-nghe-id21659351,1 tỷ 600 triệu,102 m2,0 PN,0 WC,"Mai Đăng Chơn, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/dat-hoa-quy-ngay-cong-benh-vien-quoc-te-da-nang-id21659370,1 tỷ 400 triệu,85 m2,0 PN,0 WC,"Lưu Quang Vũ, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/huyen-hoa-vang/mua-dat-tho-cu/ban-dat-khu-dan-cu-hoa-tien-gia-qua-re-an-cu-da-nang-chi-hon-6-tr-m2-id21654551,1 tỷ 50 triệu,174 m2,0 PN,0 WC,"Đường ĐT 605, Xã Hòa Tiến, Huyện Hoà Vang, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/dat-tra-gop-cho-vo-chong-tre-vua-o-vua-xay-tro-cho-thue-ngay-duoc-id21654546,1 tỷ 390 triệu,100 m2,0 PN,0 WC,"Mai Đăng Chơn, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-dat-kiet-q-ngu-hanh-son-gan-benh-vien-quoc-te-id21654538,1 tỷ 590 triệu,85 m2,0 PN,0 WC,"Mai Đăng Chơn, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/ban-dat-kdt-vo-chi-cong-ap-lung-day-shophouse-view-song-id21654531,2 tỷ 800 triệu,100 m2,0 PN,0 WC,"Võ Chí Công, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-tho-cu/ban-dat-kiet-oto-duong-khai-tay-1-doi-dien-truong-nguyen-binh-khiem-id21654518,1 tỷ 700 triệu,85 m2,0 PN,0 WC,"Võ Chí Công, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/ban-lo-dat-moi-tach-thua-tai-hoa-quy-mat-tien-gan-6m-chi-hon-1-ty-id21654498,1 tỷ 620 triệu,103 m2,0 PN,0 WC,"Nam Kỳ Khởi Nghĩa, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
https://mogi.vn/quan-ngu-hanh-son/mua-dat-nen-du-an/ban-dat-duong-be-tong-mai-dang-chon-ngang-7m-id21654488,1 tỷ 850 triệu,100 m2,0 PN,0 WC,"Lưu Quang Vũ, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"
